Concept,Feature,WB_Label,WB_Maj,WB_Min,BR_Label,Prod_Freq,Rank_PF,Sum_PF_No_Tax,CPF,Disting,Distinct,CV_No_Tax,Intercorr_Str_Tax,Intercorr_Str_No_Tax,Feat_Length_Including_Spaces,Phon_1st,KF,ln(KF),BNC,ln(BNC),Familiarity,Length_Letters,Length_Phonemes,Length_Syllables,Bigram,Trigram,ColtheartN,Num_Feats_Tax,Num_Feats_No_Tax,Num_Disting_Feats_No_Tax,Disting_Feats_%_No_Tax,Mean_Distinct_No_Tax,Mean_CV_No_Tax,Density_No_Tax,Num_Corred_Pairs_No_Tax,%_Corred_Pairs_No_Tax,Num_Func,Num_Vis_Mot,Num_VisF&S,Num_Vis_Col,Num_Sound,Num_Taste,Num_Smell,Num_Tact,Num_Ency,Num_Tax
bison,is_furry,external_surface_property,e,se,tactile,6,8,211.0,20,ND,0.05,0.028,45.44,14.85,8,b,1,0.0,52,3.95,2.75,5,4,2,204.59,5.24,0,10,8,2,25.0,0.314,0.311,81.34,6,40,2,1,1,1,0,0,0,1,2,2
blouse,is_soft,external_surface_property,e,se,tactile,5,14,239.0,27,ND,0.037,0.021,0.0,0.0,7,b,2,0.69,644,6.47,7.25,6,4,1,1091.18,73.18,0,15,13,3,23.1,0.203,0.219,421.15,21,47,2,0,6,1,0,0,0,1,3,2
blueberry,is_juicy,internal_surface_property,e,si,tactile,8,9,230.0,21,ND,0.048,0.035,152.38,83.83,8,b,2,0.69,19,2.94,6.05,9,7,3,134.46,4.39,0,14,12,2,16.7,0.168,0.161,153.53,8,18,4,0,2,1,0,2,0,1,2,2
board_(wood),is_hard,external_surface_property,e,se,tactile,5,10,211.0,22,ND,0.045,0.024,0.0,0.0,7,b,286,5.66,18317,9.82,5.95,5,3,1,1070.84,221.31,3,13,13,7,53.8,0.407,0.396,0.0,0,0,5,0,3,1,0,0,0,1,3,0
bread,is_soft,external_surface_property,e,se,tactile,5,15,239.0,27,ND,0.037,0.021,0.0,0.0,7,b,41,3.71,3813,8.25,8.55,5,4,1,1280.06,514.39,6,16,14,8,57.1,0.565,0.55,0.0,0,0,5,0,1,2,0,0,0,1,5,2
brick,is_heavy,systemic_property,e,sys,tactile,20,2,253.0,27,ND,0.037,0.079,0.0,0.0,8,b,24,3.18,2832,7.95,7.4,5,4,1,1915.54,235.6,5,9,9,2,22.2,0.258,0.282,0.0,0,0,2,0,2,2,0,0,0,3,0,0
brick,is_hard,external_surface_property,e,se,tactile,14,3,211.0,22,ND,0.045,0.066,0.0,0.0,7,b,24,3.18,2832,7.95,7.4,5,4,1,1915.54,235.6,5,9,9,2,22.2,0.258,0.282,0.0,0,0,2,0,2,2,0,0,0,3,0,0
buffalo,is_furry,external_surface_property,e,se,tactile,7,9,211.0,20,ND,0.05,0.033,52.3,21.71,8,b,17,2.83,366,5.9,3.5,7,6,3,128.94,12.82,0,15,13,2,15.4,0.194,0.182,106.27,9,16,2,2,4,1,0,0,0,1,3,2
bureau,is_heavy,systemic_property,e,sys,tactile,6,8,253.0,27,ND,0.037,0.024,0.0,0.0,8,b,45,3.81,1498,7.31,5.5,6,5,2,702.25,132.2,0,12,9,1,11.1,0.242,0.224,264.44,9,32,3,0,4,0,0,0,0,1,1,3
camisole,is_soft,external_surface_property,e,se,tactile,7,8,239.0,27,ND,0.037,0.029,35.4,35.4,7,k,1,0.0,31,3.43,4.2,8,7,3,404.65,44.69,0,18,15,6,40.0,0.371,0.353,214.92,12,33,3,0,7,1,0,0,0,2,2,3
cannon,is_heavy,systemic_property,e,sys,tactile,16,4,253.0,27,ND,0.037,0.063,24.22,24.22,8,k,7,1.95,785,6.67,2.95,6,5,2,1014.92,256.49,3,17,16,5,31.3,0.3,0.297,118.93,9,16,2,1,5,1,2,0,0,1,4,1
cantaloupe,is_juicy,internal_surface_property,e,si,tactile,13,6,230.0,21,ND,0.048,0.057,305.28,236.73,8,k,1,0.0,4,1.39,6.3,10,8,3,104.77,0.0,0,14,12,2,16.7,0.234,0.234,548.91,31,69,0,0,3,2,0,2,0,2,3,2
carpet,is_soft,external_surface_property,e,se,tactile,13,1,239.0,27,ND,0.037,0.054,0.0,0.0,7,k,17,2.83,3396,8.13,8.75,6,5,2,1004.88,58.55,0,17,17,8,47.1,0.482,0.491,24.59,2,6,4,0,3,2,0,0,0,4,4,0
carrot,is_crunchy,internal_surface_property,e,si,tactile,13,6,120.0,11,ND,0.091,0.108,83.99,57.42,10,k,5,1.61,872,6.77,7.6,6,5,2,768.79,117.43,1,18,16,6,37.5,0.369,0.389,275.2,15,33,4,0,4,2,0,0,0,1,5,2
caterpillar,is_furry,external_surface_property,e,se,tactile,6,10,211.0,20,ND,0.05,0.028,0.0,0.0,8,k,2,0.69,375,5.93,5.35,11,8,4,0.0,0.0,0,14,13,4,30.8,0.297,0.304,20.91,2,6,1,2,3,3,0,0,0,1,3,1
celery,is_crunchy,internal_surface_property,e,si,tactile,21,3,120.0,11,ND,0.091,0.175,106.78,88.17,10,s,4,1.39,196,5.28,7.55,6,6,3,558.12,22.93,0,15,14,4,28.6,0.34,0.35,300.62,20,44,2,0,4,1,0,2,0,1,4,1
chandelier,is_heavy,systemic_property,e,sys,tactile,6,10,253.0,27,ND,0.037,0.024,0.0,0.0,8,S,4,1.39,217,5.38,6.5,10,8,3,213.28,0.0,0,15,14,7,50.0,0.418,0.44,57.08,2,10,3,0,7,0,0,0,0,1,3,1
cheese,is_soft,external_surface_property,e,se,tactile,8,5,239.0,27,ND,0.037,0.033,0.0,0.0,7,tS,9,2.2,2984,8.0,8.25,6,3,1,726.99,67.33,0,19,15,5,33.3,0.405,0.398,59.0,4,9,5,0,0,3,0,2,1,2,2,4
cheese,is_hard,external_surface_property,e,se,tactile,5,15,211.0,22,ND,0.045,0.024,0.0,0.0,7,tS,9,2.2,2984,8.0,8.25,6,3,1,726.99,67.33,0,19,15,5,33.3,0.405,0.398,59.0,4,9,5,0,0,3,0,2,1,2,2,4
cheetah,is_furry,external_surface_property,e,se,tactile,8,9,211.0,20,ND,0.05,0.038,53.52,22.93,8,tS,1,0.0,152,5.02,3.4,7,4,2,354.0,29.71,0,13,9,1,11.1,0.206,0.214,85.99,7,25,1,2,1,2,0,0,0,1,2,4
chipmunk,is_furry,external_surface_property,e,se,tactile,12,3,211.0,20,ND,0.05,0.057,46.02,15.43,8,tS,1,0.0,26,3.26,6.0,8,7,2,317.21,118.84,0,14,12,2,16.7,0.203,0.195,100.55,5,11,0,3,3,2,0,0,0,1,3,2
chisel,is_sharp,external_surface_property,e,se,tactile,11,5,281.0,18,ND,0.056,0.039,0.0,0.0,8,tS,5,1.61,233,5.45,3.85,6,4,2,807.15,59.53,0,10,9,6,66.7,0.676,0.674,0.0,0,0,5,0,2,0,0,0,0,1,1,1
clam,is_hard,external_surface_property,e,se,tactile,11,5,211.0,22,ND,0.045,0.052,7.86,7.86,7,k,5,1.61,132,4.88,4.2,4,4,1,316.3,22.6,7,8,6,1,16.7,0.215,0.233,55.43,5,50,1,0,2,0,0,0,0,1,2,2
cockroach,is_hard,external_surface_property,e,se,tactile,5,7,211.0,22,ND,0.045,0.024,7.86,7.86,7,k,2,0.69,147,4.99,3.6,9,6,2,337.03,1.88,0,14,13,3,23.1,0.232,0.194,7.86,1,2,0,1,5,2,0,0,0,1,4,1
coconut,is_hard,external_surface_property,e,se,tactile,11,9,211.0,22,ND,0.045,0.052,7.86,7.86,7,k,10,2.3,373,5.92,5.35,7,7,3,701.54,12.77,0,21,20,3,15.0,0.253,0.271,582.8,27,20,2,0,6,4,0,2,0,2,4,1
couch,is_soft,external_surface_property,e,se,tactile,11,6,239.0,27,ND,0.037,0.046,83.08,83.08,7,k,13,2.56,574,6.35,8.05,5,3,1,3910.02,776.27,6,20,19,6,31.6,0.319,0.313,527.36,18,23,6,0,7,0,0,0,0,3,3,1
couch,is_heavy,systemic_property,e,sys,tactile,5,14,253.0,27,ND,0.037,0.02,0.0,0.0,8,k,13,2.56,574,6.35,8.05,5,3,1,3910.02,776.27,6,20,19,6,31.6,0.319,0.313,527.36,18,23,6,0,7,0,0,0,0,3,3,1
coyote,is_furry,external_surface_property,e,se,tactile,20,1,211.0,20,ND,0.05,0.095,79.34,48.75,8,k,2,0.69,52,3.95,2.85,6,5,3,574.18,11.72,0,17,12,2,16.7,0.219,0.211,153.21,14,31,1,0,4,0,1,0,0,1,5,5
crane_(machine),is_heavy,systemic_property,e,sys,tactile,8,6,253.0,27,ND,0.037,0.032,18.71,18.71,8,k,6,1.79,835,6.73,3.7,5,4,1,891.46,114.36,5,11,10,3,30.0,0.372,0.373,26.68,3,14,4,0,2,1,0,0,0,1,2,1
crowbar,is_heavy,systemic_property,e,sys,tactile,11,3,253.0,27,ND,0.037,0.043,0.0,0.0,8,k,1,0.0,61,4.11,4.0,7,6,2,574.85,55.61,0,12,10,5,50.0,0.362,0.361,0.0,0,0,5,0,2,1,0,0,0,2,0,2
crowbar,is_hard,external_surface_property,e,se,tactile,8,6,211.0,22,ND,0.045,0.038,0.0,0.0,7,k,1,0.0,61,4.11,4.0,7,6,2,574.85,55.61,0,12,10,5,50.0,0.362,0.361,0.0,0,0,5,0,2,1,0,0,0,2,0,2
crown,is_heavy,systemic_property,e,sys,tactile,7,10,253.0,27,ND,0.037,0.028,0.0,0.0,8,k,19,2.94,5492,8.61,2.95,5,4,1,972.2,339.18,7,14,14,9,64.3,0.672,0.669,100.97,3,30,4,0,4,0,0,0,0,1,5,0
cucumber,is_crunchy,internal_surface_property,e,si,tactile,7,8,120.0,11,ND,0.091,0.058,80.46,61.85,10,k,1,0.0,252,5.53,7.1,8,9,3,472.34,92.43,0,16,15,4,26.7,0.295,0.288,261.92,15,27,3,0,5,3,0,0,0,2,2,1
cushion,is_soft,external_surface_property,e,se,tactile,25,1,239.0,27,ND,0.037,0.105,113.98,113.98,7,k,10,2.3,1004,6.91,7.9,7,4,2,656.01,265.37,0,16,15,6,40.0,0.331,0.271,202.21,7,19,3,0,6,1,0,0,0,2,3,1
dagger,is_sharp,external_surface_property,e,se,tactile,22,1,281.0,18,ND,0.056,0.078,120.15,109.5,8,d,1,0.0,433,6.07,3.0,6,5,2,1643.9,177.13,2,14,12,3,25.0,0.253,0.256,189.63,9,25,4,0,6,0,0,0,0,1,1,2
donkey,is_furry,external_surface_property,e,se,tactile,8,9,211.0,20,ND,0.05,0.038,52.88,22.29,8,d,1,0.0,731,6.59,4.45,6,5,2,710.05,39.01,1,14,12,2,16.7,0.188,0.19,163.72,13,29,1,0,5,2,1,0,0,1,2,2
drapes,is_heavy,systemic_property,e,sys,tactile,7,12,253.0,27,ND,0.037,0.028,0.0,0.0,8,d,1,0.0,125,4.83,7.7,6,5,1,931.81,44.84,3,18,17,8,47.1,0.402,0.416,346.47,11,31,11,0,2,1,0,0,0,1,2,1
dresser,is_heavy,systemic_property,e,sys,tactile,6,9,253.0,27,ND,0.037,0.024,0.0,0.0,8,d,3,1.1,335,5.81,8.35,7,6,2,1175.58,205.24,2,11,10,1,10.0,0.209,0.249,266.22,9,25,2,0,6,0,0,0,0,1,1,1
earmuffs,is_furry,external_surface_property,e,se,tactile,9,4,211.0,20,ND,0.05,0.043,0.0,0.0,8,i:,1,0.0,4,1.39,5.25,8,6,2,141.39,16.85,0,13,13,3,23.1,0.319,0.294,118.59,10,22,5,0,2,1,0,0,0,4,1,0
earmuffs,is_soft,external_surface_property,e,se,tactile,5,12,239.0,27,ND,0.037,0.021,12.45,12.45,7,i:,1,0.0,4,1.39,5.25,8,6,2,141.39,16.85,0,13,13,3,23.1,0.319,0.294,118.59,10,22,5,0,2,1,0,0,0,4,1,0
elk,is_furry,external_surface_property,e,se,tactile,5,12,211.0,20,ND,0.05,0.024,52.3,21.71,8,E,2,0.69,40,3.69,2.65,3,3,1,0.0,0.0,3,16,13,1,7.7,0.155,0.131,192.64,14,21,2,2,5,1,0,0,0,1,2,3
fawn,is_soft,external_surface_property,e,se,tactile,5,21,239.0,27,ND,0.037,0.021,0.0,0.0,7,f,1,0.0,145,4.98,3.8,4,3,1,1039.03,32.82,5,26,21,3,14.3,0.202,0.169,259.81,17,11,2,4,7,1,0,0,0,1,6,5
fork,is_sharp,external_surface_property,e,se,tactile,8,7,281.0,18,ND,0.056,0.028,9.56,9.56,8,f,7,1.95,1055,6.96,8.7,4,3,1,2377.9,597.01,8,14,13,5,38.5,0.381,0.406,41.56,3,11,1,0,8,0,0,0,0,1,3,1
fridge,is_heavy,systemic_property,e,sys,tactile,10,10,253.0,27,ND,0.037,0.04,0.0,0.0,8,f,1,0.0,1052,6.96,8.8,6,4,1,467.16,106.07,2,19,18,4,22.2,0.31,0.304,312.57,18,20,4,0,9,1,0,0,0,2,2,1
gorilla,is_furry,external_surface_property,e,se,tactile,10,7,211.0,20,ND,0.05,0.047,30.59,0.0,8,g,1,0.0,209,5.34,2.65,7,6,3,532.83,8.03,0,16,14,5,35.7,0.365,0.384,54.38,3,8,0,2,4,1,0,0,0,1,6,2
grape,is_juicy,internal_surface_property,e,si,tactile,12,9,230.0,21,ND,0.048,0.052,237.31,168.76,8,g,10,2.3,814,6.7,7.1,5,4,1,764.32,129.28,8,18,17,4,23.5,0.26,0.284,395.19,25,32,4,0,4,3,0,2,0,1,3,1
grapefruit,is_juicy,internal_surface_property,e,si,tactile,8,11,230.0,21,ND,0.048,0.035,234.61,166.06,8,g,3,1.1,135,4.91,6.2,10,8,2,47.19,0.0,0,22,21,3,14.3,0.232,0.235,1391.84,53,35,4,0,7,2,0,1,0,1,6,1
grater,is_sharp,external_surface_property,e,se,tactile,17,3,281.0,18,ND,0.056,0.06,58.54,58.54,8,g,1,0.0,30,3.4,5.05,6,5,2,2348.27,465.82,4,12,11,3,27.3,0.322,0.313,58.54,1,4,5,0,4,0,0,0,0,1,1,1
groundhog,is_furry,external_surface_property,e,se,tactile,15,2,211.0,20,ND,0.05,0.071,25.11,6.86,8,g,1,0.0,5,1.61,3.85,9,8,2,160.91,7.82,0,14,12,6,50.0,0.495,0.484,94.08,4,27,1,2,1,1,0,0,0,1,6,2
hammer,is_heavy,systemic_property,e,sys,tactile,10,8,253.0,27,ND,0.037,0.04,27.01,27.01,8,h,9,2.2,1354,7.21,6.3,6,5,2,1925.65,122.34,1,16,15,5,33.3,0.358,0.369,158.41,10,22,5,0,7,0,1,0,0,1,1,1
hamster,is_soft,external_surface_property,e,se,tactile,5,11,239.0,27,ND,0.037,0.021,0.0,0.0,7,h,1,0.0,159,5.07,6.1,7,7,2,1228.52,145.19,0,14,10,3,30.0,0.291,0.276,31.91,3,14,0,4,3,1,0,0,0,1,1,4
harpoon,is_sharp,external_surface_property,e,se,tactile,12,1,281.0,18,ND,0.056,0.043,34.07,23.42,8,h,1,0.0,47,3.85,2.1,7,5,2,720.84,53.59,0,11,10,3,30.0,0.289,0.25,56.53,3,20,5,0,3,0,0,0,0,1,1,1
hatchet,is_sharp,external_surface_property,e,se,tactile,7,6,281.0,18,ND,0.056,0.025,58.54,58.54,8,h,4,1.39,75,4.32,2.6,7,5,2,872.04,251.3,3,8,6,1,16.7,0.118,0.061,58.54,1,10,2,0,3,0,0,0,0,1,0,2
helmet,is_hard,external_surface_property,e,se,tactile,17,2,211.0,22,ND,0.045,0.081,0.0,0.0,7,h,3,1.1,969,6.88,6.2,6,6,2,651.85,33.75,0,12,11,5,45.5,0.489,0.509,49.41,3,20,6,0,2,1,0,0,0,1,1,1
honeydew,is_juicy,internal_surface_property,e,si,tactile,15,5,230.0,21,ND,0.048,0.065,201.41,132.86,8,h,1,0.0,27,3.3,4.25,8,7,3,353.46,10.87,0,14,12,2,16.7,0.213,0.21,238.91,13,29,1,0,3,2,0,2,0,1,3,2
hook,is_sharp,external_surface_property,e,se,tactile,10,6,281.0,18,ND,0.056,0.036,0.0,0.0,8,h,7,1.95,1912,7.56,6.65,4,3,1,2409.11,733.71,12,9,9,2,22.2,0.288,0.34,128.5,6,29,4,0,3,0,0,0,0,1,1,0
hyena,is_furry,external_surface_property,e,se,tactile,5,10,211.0,20,ND,0.05,0.024,37.45,6.86,8,h,1,0.0,73,4.29,1.75,5,5,3,147.99,3.22,0,14,9,4,44.4,0.378,0.375,6.86,1,10,0,2,1,0,1,0,0,1,4,5
knife,is_sharp,external_surface_property,e,se,tactile,29,1,281.0,18,ND,0.056,0.103,106.29,95.64,8,n,83,4.42,3364,8.12,8.0,5,3,1,262.77,38.27,0,17,14,3,21.4,0.289,0.294,200.34,11,20,3,0,6,0,0,0,0,2,3,3
lamb,is_soft,external_surface_property,e,se,tactile,6,10,239.0,27,ND,0.037,0.025,0.0,0.0,7,l,14,2.64,2238,7.71,4.5,4,3,1,1250.37,32.21,3,16,15,6,40.0,0.27,0.254,125.75,8,22,4,1,3,2,1,0,0,2,2,1
lemon,is_juicy,internal_surface_property,e,si,tactile,6,14,230.0,21,ND,0.048,0.026,209.91,141.36,8,l,19,2.94,1351,7.21,7.15,5,5,2,367.7,18.07,1,17,16,3,18.8,0.255,0.233,596.14,29,37,6,0,4,1,0,2,0,1,2,1
leopard,is_furry,external_surface_property,e,se,tactile,10,4,211.0,20,ND,0.05,0.047,25.11,6.86,8,l,1,0.0,335,5.81,3.35,7,5,2,385.27,67.13,0,9,6,1,16.7,0.241,0.232,6.86,1,10,0,1,3,0,0,0,0,1,1,3
lettuce,is_crunchy,internal_surface_property,e,si,tactile,15,5,120.0,11,ND,0.091,0.125,104.83,86.22,10,l,1,0.0,448,6.1,7.95,7,5,2,883.74,148.22,0,18,15,6,40.0,0.398,0.388,290.39,21,58,4,0,2,1,0,0,0,1,7,3
lime,is_juicy,internal_surface_property,e,si,tactile,8,6,230.0,21,ND,0.048,0.035,141.35,72.8,8,l,13,2.56,706,6.56,5.35,4,3,1,4096.24,917.57,12,13,12,4,33.3,0.361,0.35,222.23,10,36,3,0,2,1,0,2,0,1,3,1
machete,is_sharp,external_surface_property,e,se,tactile,15,1,281.0,18,ND,0.056,0.053,77.11,66.46,8,m,1,0.0,63,4.14,2.0,7,6,3,450.76,43.02,0,8,6,0,0.0,0.04,0.029,76.22,3,20,1,0,3,0,0,0,0,1,1,2
mandarin,is_juicy,internal_surface_property,e,si,tactile,13,3,230.0,21,ND,0.048,0.057,307.06,238.51,8,m,1,0.0,329,5.8,3.7,8,8,3,337.79,37.87,0,15,13,0,0.0,0.105,0.08,625.28,33,42,1,0,5,1,0,2,0,1,3,2
marble,is_hard,external_surface_property,e,se,tactile,8,10,211.0,22,ND,0.045,0.038,15.98,15.98,7,m,24,3.18,1575,7.36,6.2,6,6,2,1482.52,164.68,0,14,14,3,21.4,0.27,0.298,137.71,9,16,4,1,4,2,0,0,0,2,1,0
mink,is_furry,external_surface_property,e,se,tactile,21,1,211.0,20,ND,0.05,0.1,60.87,30.28,8,m,6,1.79,273,5.61,2.35,4,4,1,1282.08,283.22,13,15,13,2,15.4,0.185,0.182,64.67,7,13,3,1,5,1,0,0,0,2,1,2
mink,is_soft,external_surface_property,e,se,tactile,7,9,239.0,27,ND,0.037,0.029,0.0,0.0,7,m,6,1.79,273,5.61,2.35,4,4,1,1282.08,283.22,13,15,13,2,15.4,0.185,0.182,64.67,7,13,3,1,5,1,0,0,0,2,1,2
mink_(coat),is_soft,external_surface_property,e,se,tactile,15,3,239.0,27,ND,0.037,0.063,0.0,0.0,7,m,6,1.79,273,5.61,3.15,4,4,1,1282.08,283.22,13,11,11,3,27.3,0.327,0.345,57.71,3,11,2,0,3,3,0,0,0,2,1,0
mole_(animal),is_furry,external_surface_property,e,se,tactile,8,6,211.0,20,ND,0.05,0.038,31.97,13.72,8,m,4,1.39,898,6.8,2.55,4,3,1,2109.31,110.72,14,14,12,3,25.0,0.245,0.245,85.29,3,8,0,2,6,1,0,0,0,1,2,2
napkin,is_soft,external_surface_property,e,se,tactile,5,13,239.0,27,ND,0.037,0.021,0.0,0.0,7,n,5,1.61,317,5.76,8.25,6,6,2,254.75,5.7,0,14,14,6,42.9,0.509,0.521,51.36,5,18,5,0,3,2,0,0,0,1,3,0
nectarine,is_juicy,internal_surface_property,e,si,tactile,19,3,230.0,21,ND,0.048,0.083,284.1,215.55,8,n,1,0.0,36,3.58,6.2,9,8,3,881.06,129.29,0,17,16,4,25.0,0.275,0.276,564.33,28,42,0,0,6,1,0,2,0,3,4,1
nightgown,is_soft,external_surface_property,e,se,tactile,7,6,239.0,27,ND,0.037,0.029,35.4,35.4,7,n,1,0.0,88,4.48,6.2,9,6,2,49.63,25.01,0,11,10,1,10.0,0.126,0.137,135.02,8,22,1,0,4,1,0,0,0,3,1,1
oak,is_hard,external_surface_property,e,se,tactile,8,6,211.0,22,ND,0.045,0.038,0.0,0.0,7,@U,2,0.69,1950,7.58,6.1,3,2,1,0.0,0.0,4,11,10,1,10.0,0.189,0.202,125.63,5,14,2,0,4,1,0,0,0,1,2,1
orange,is_juicy,internal_surface_property,e,si,tactile,13,5,230.0,21,ND,0.048,0.057,299.39,230.84,8,O,29,3.37,3081,8.03,8.2,6,5,2,677.64,208.91,1,16,14,1,7.1,0.181,0.212,1296.22,51,65,1,0,6,1,0,1,0,1,4,2
ox,is_furry,external_surface_property,e,se,tactile,7,8,211.0,20,ND,0.05,0.033,44.31,13.72,8,O,15,2.71,336,5.82,2.3,2,3,1,0.0,0.0,9,11,9,2,22.2,0.17,0.144,26.31,3,14,1,1,3,1,0,0,0,1,2,2
pajamas,is_soft,external_surface_property,e,se,tactile,6,9,239.0,27,ND,0.037,0.025,35.4,35.4,7,p,4,1.39,3,1.1,8.5,7,7,3,209.89,5.41,1,11,10,5,50.0,0.443,0.399,59.1,3,30,1,0,5,0,0,0,0,3,1,1
peach,is_juicy,internal_surface_property,e,si,tactile,17,3,230.0,21,ND,0.048,0.074,284.1,215.55,8,p,4,1.39,776,6.65,7.05,5,3,1,2529.48,221.63,7,15,14,3,21.4,0.267,0.268,568.34,27,49,1,0,4,1,0,2,0,4,2,1
