feature type,Concept,Feature,pf,attribute type
visual perceptual,nut,is_circular_round,7,shape_and_size
visual perceptual,oak,is_big_large,18,shape_and_size
visual perceptual,oak,is_tall,7,shape_and_size
visual perceptual,octopus,is_big_large,7,shape_and_size
visual perceptual,olive,is_small,11,shape_and_size
visual perceptual,olive,is_circular_round,9,shape_and_size
visual perceptual,onion,is_circular_round,13,shape_and_size
visual perceptual,orange,is_circular_round,15,shape_and_size
visual perceptual,ostrich,is_big_large,16,shape_and_size
visual perceptual,oven,is_big_large,6,shape_and_size
visual perceptual,ox,is_big_large,10,shape_and_size
visual perceptual,pamphlet,is_small,16,shape_and_size
visual perceptual,pansy,is_small,10,shape_and_size
visual perceptual,panther,is_big_large,13,shape_and_size
visual perceptual,partridge,is_small,7,shape_and_size
visual perceptual,peach,is_circular_round,11,shape_and_size
visual perceptual,peanut,is_small,17,shape_and_size
visual perceptual,peanut,is_circular_round,5,shape_and_size
visual perceptual,peas,is_small,25,shape_and_size
visual perceptual,peas,is_circular_round,18,shape_and_size
visual perceptual,peeler,is_small,6,shape_and_size
visual perceptual,peg,is_small,13,shape_and_size
visual perceptual,pelican,is_big_large,12,shape_and_size
visual perceptual,pen,is_thin,7,shape_and_size
visual perceptual,pen,is_long,6,shape_and_size
visual perceptual,pencil,is_long,8,shape_and_size
visual perceptual,pencil,is_thin,7,shape_and_size
visual perceptual,penknife,is_small,16,shape_and_size
visual perceptual,piano,is_big_large,10,shape_and_size
visual perceptual,pie,is_circular_round,10,shape_and_size
visual perceptual,pillow,is_rectangular_square,15,shape_and_size
visual perceptual,pin,is_small,20,shape_and_size
visual perceptual,pin,is_thin,8,shape_and_size
visual perceptual,pin,is_long,5,shape_and_size
visual perceptual,pine,is_tall,13,shape_and_size
visual perceptual,pistol,is_small,5,shape_and_size
visual perceptual,plate,is_circular_round,27,shape_and_size
visual perceptual,plate,is_flat,7,shape_and_size
visual perceptual,plough,is_big_large,7,shape_and_size
visual perceptual,plum,is_small,8,shape_and_size
visual perceptual,pony,is_small,21,shape_and_size
visual perceptual,porcupine,is_small,5,shape_and_size
visual perceptual,potato,is_circular_round,6,shape_and_size
visual perceptual,prawn,is_small,15,shape_and_size
visual perceptual,pumpkin,is_big_large,16,shape_and_size
visual perceptual,pumpkin,is_circular_round,13,shape_and_size
visual perceptual,pyramid,is_big_large,8,shape_and_size
visual perceptual,pyramid,is_tall,5,shape_and_size
visual perceptual,rabbit,is_small,10,shape_and_size
visual perceptual,raccoon,is_small,6,shape_and_size
visual perceptual,radish,is_small,12,shape_and_size
visual perceptual,radish,is_circular_round,9,shape_and_size
visual perceptual,raft,is_flat,11,shape_and_size
visual perceptual,raisin,is_small,13,shape_and_size
visual perceptual,rake,is_long,7,shape_and_size
visual perceptual,raspberry,is_small,8,shape_and_size
visual perceptual,rat,is_small,9,shape_and_size
visual perceptual,rattlesnake,is_long,11,shape_and_size
visual perceptual,rattlesnake,is_thin,7,shape_and_size
visual perceptual,raven,is_big_large,10,shape_and_size
visual perceptual,recorder,is_long,8,shape_and_size
visual perceptual,recorder,is_thin,5,shape_and_size
visual perceptual,rhino,is_big_large,15,shape_and_size
visual perceptual,rhubarb,is_long,11,shape_and_size
visual perceptual,rice,is_small,12,shape_and_size
visual perceptual,rifle,is_long,15,shape_and_size
visual perceptual,robe,is_long,13,shape_and_size
visual perceptual,robin,is_small,11,shape_and_size
visual perceptual,rock,is_big_large,6,shape_and_size
visual perceptual,rocket,is_big_large,10,shape_and_size
visual perceptual,rope,is_long,17,shape_and_size
visual perceptual,ruler,is_long,10,shape_and_size
visual perceptual,ruler,is_thin,6,shape_and_size
visual perceptual,sardine,is_small,18,shape_and_size
visual perceptual,satsuma,is_small,19,shape_and_size
visual perceptual,satsuma,is_circular_round,8,shape_and_size
visual perceptual,scallop,is_small,9,shape_and_size
visual perceptual,scalpel,is_small,6,shape_and_size
visual perceptual,scarf,is_long,19,shape_and_size
visual perceptual,scarf,is_thin,5,shape_and_size
visual perceptual,scorpion,is_small,10,shape_and_size
visual perceptual,screw,is_small,21,shape_and_size
visual perceptual,screwdriver,is_long,9,shape_and_size
visual perceptual,screwdriver,is_flat,5,shape_and_size
visual perceptual,scythe,is_long,9,shape_and_size
visual perceptual,scythe,is_big_large,5,shape_and_size
visual perceptual,seagull,is_big_large,6,shape_and_size
visual perceptual,seahorse,is_small,19,shape_and_size
visual perceptual,seashell,is_small,8,shape_and_size
visual perceptual,shark,is_big_large,11,shape_and_size
visual perceptual,shawl,is_long,5,shape_and_size
visual perceptual,shield,is_big_large,8,shape_and_size
visual perceptual,ship,is_big_large,18,shape_and_size
visual perceptual,shotgun,is_long,8,shape_and_size
visual perceptual,shrimp,is_small,21,shape_and_size
visual perceptual,sink,is_circular_round,6,shape_and_size
visual perceptual,skirt,is_long,10,shape_and_size
visual perceptual,skis,is_long,13,shape_and_size
visual perceptual,skis,is_thin,10,shape_and_size
visual perceptual,skis,is_flat,7,shape_and_size
visual perceptual,skunk,is_small,5,shape_and_size
visual perceptual,slug,is_small,11,shape_and_size
visual perceptual,snail,is_small,7,shape_and_size
visual perceptual,sofa,is_big_large,12,shape_and_size
visual perceptual,spade,is_long,6,shape_and_size
visual perceptual,spanner,is_small,5,shape_and_size
visual perceptual,sparrow,is_small,23,shape_and_size
visual perceptual,spatula,is_flat,13,shape_and_size
visual perceptual,spatula,is_long,7,shape_and_size
visual perceptual,spear,is_long,16,shape_and_size
visual perceptual,spear,is_thin,5,shape_and_size
visual perceptual,speedboat,is_small,5,shape_and_size
visual perceptual,spider,is_small,5,shape_and_size
visual perceptual,spoon,is_circular_round,17,shape_and_size
visual perceptual,squid,is_big_large,5,shape_and_size
visual perceptual,squirrel,is_small,11,shape_and_size
visual perceptual,starling,is_small,18,shape_and_size
visual perceptual,stick,is_long,19,shape_and_size
visual perceptual,stick,is_thin,16,shape_and_size
visual perceptual,stockings,is_long,6,shape_and_size
visual perceptual,stone,is_circular_round,9,shape_and_size
visual perceptual,stone,is_small,9,shape_and_size
visual perceptual,stool,is_small,8,shape_and_size
visual perceptual,sultana,is_small,19,shape_and_size
visual perceptual,sunflower,is_tall,16,shape_and_size
visual perceptual,sunflower,is_big_large,15,shape_and_size
visual perceptual,surfboard,is_long,11,shape_and_size
visual perceptual,surfboard,is_flat,7,shape_and_size
visual perceptual,surfboard,is_big_large,6,shape_and_size
visual perceptual,surfboard,is_thin,5,shape_and_size
visual perceptual,sword,is_long,10,shape_and_size
visual perceptual,sycamore,is_tall,11,shape_and_size
visual perceptual,sycamore,is_big_large,9,shape_and_size
visual perceptual,table,is_rectangular_square,7,shape_and_size
visual perceptual,table,is_circular_round,6,shape_and_size
visual perceptual,table,is_big_large,5,shape_and_size
visual perceptual,tambourine,is_circular_round,13,shape_and_size
visual perceptual,tangerine,is_small,13,shape_and_size
visual perceptual,tangerine,is_circular_round,6,shape_and_size
visual perceptual,tank,is_big_large,13,shape_and_size
visual perceptual,tarantula,is_big_large,19,shape_and_size
visual perceptual,television,is_flat,10,shape_and_size
visual perceptual,television,is_rectangular_square,9,shape_and_size
visual perceptual,termite,is_small,19,shape_and_size
visual perceptual,thermometer,is_thin,9,shape_and_size
visual perceptual,thermometer,is_long,7,shape_and_size
visual perceptual,thermometer,is_small,5,shape_and_size
visual perceptual,thimble,is_small,23,shape_and_size
visual perceptual,throne,is_big_large,12,shape_and_size
visual perceptual,tiger,is_big_large,17,shape_and_size
visual perceptual,tights,is_thin,7,shape_and_size
visual perceptual,toaster,is_small,5,shape_and_size
visual perceptual,toe,is_small,16,shape_and_size
visual perceptual,tomato,is_circular_round,15,shape_and_size
visual perceptual,tomato,is_small,7,shape_and_size
visual perceptual,tongue,is_long,7,shape_and_size
visual perceptual,tortoise,is_big_large,5,shape_and_size
visual perceptual,tractor,is_big_large,13,shape_and_size
visual perceptual,train,is_big_large,8,shape_and_size
visual perceptual,train,is_long,7,shape_and_size
visual perceptual,tray,is_flat,23,shape_and_size
visual perceptual,tray,is_rectangular_square,9,shape_and_size
visual perceptual,tricycle,is_small,7,shape_and_size
visual perceptual,trombone,is_big_large,6,shape_and_size
visual perceptual,trousers,is_long,7,shape_and_size
visual perceptual,trowel,is_small,12,shape_and_size
visual perceptual,truck,is_big_large,19,shape_and_size
visual perceptual,tuba,is_big_large,14,shape_and_size
visual perceptual,tugboat,is_small,13,shape_and_size
visual perceptual,tugboat,is_big_large,5,shape_and_size
visual perceptual,tuna,is_big_large,10,shape_and_size
visual perceptual,turkey,is_big_large,6,shape_and_size
visual perceptual,turnip,is_circular_round,9,shape_and_size
visual perceptual,tweezers,is_small,11,shape_and_size
visual perceptual,tyre,is_circular_round,21,shape_and_size
visual perceptual,umbrella,is_circular_round,5,shape_and_size
visual perceptual,umbrella,is_small,5,shape_and_size
visual perceptual,valium,is_small,6,shape_and_size
visual perceptual,van,is_big_large,8,shape_and_size
visual perceptual,veil,is_thin,6,shape_and_size
visual perceptual,wallet,is_small,8,shape_and_size
visual perceptual,walrus,is_big_large,17,shape_and_size
visual perceptual,wand,is_long,18,shape_and_size
visual perceptual,wand,is_thin,17,shape_and_size
visual perceptual,wasp,is_small,8,shape_and_size
visual perceptual,watch,is_small,6,shape_and_size
visual perceptual,watermelon,is_big_large,12,shape_and_size
visual perceptual,watermelon,is_circular_round,10,shape_and_size
visual perceptual,whale,is_big_large,26,shape_and_size
visual perceptual,wheel,is_circular_round,29,shape_and_size
visual perceptual,whip,is_long,24,shape_and_size
visual perceptual,whip,is_thin,13,shape_and_size
visual perceptual,whistle,is_small,9,shape_and_size
visual perceptual,willow,is_tall,6,shape_and_size
visual perceptual,window,is_rectangular_square,8,shape_and_size
visual perceptual,woodpecker,is_small,6,shape_and_size
visual perceptual,worm,is_long,21,shape_and_size
visual perceptual,worm,is_thin,13,shape_and_size
visual perceptual,worm,is_small,7,shape_and_size
visual perceptual,wren,is_small,22,shape_and_size
visual perceptual,yacht,is_big_large,8,shape_and_size
visual perceptual,yoyo,is_circular_round,13,shape_and_size
visual perceptual,yoyo,is_small,5,shape_and_size
