feature type,Concept,Feature,pf,attribute type
visual perceptual,butterfly,antenna,14,component
visual perceptual,butterfly,legs,5,component
visual perceptual,button,holes,17,component
visual perceptual,buzzard,wings,23,component
visual perceptual,buzzard,feathers,21,component
visual perceptual,buzzard,beak,20,component
visual perceptual,buzzard,claws,6,component
visual perceptual,cabbage,leaves,23,component
visual perceptual,cage,door,15,component
encyclopaedic,cake,sugar,17,component
visual perceptual,calf,legs,17,component
visual perceptual,calf,ears,8,component
visual perceptual,calf,eyes,6,component
visual perceptual,calf,tail,5,component
visual perceptual,calf,fur,5,component
visual perceptual,calf,hooves,5,component
visual perceptual,calf,skin,5,component
visual perceptual,camel,fur,10,component
visual perceptual,camel,hooves,6,component
visual perceptual,camel,legs,6,component
visual perceptual,camera,buttons,5,component
visual perceptual,canary,feathers,23,component
visual perceptual,canary,wings,21,component
visual perceptual,canary,beak,19,component
visual perceptual,canary,tail,5,component
visual perceptual,canary,claws,5,component
visual perceptual,cannon,wheels,5,component
visual perceptual,car,wheels,25,component
visual perceptual,car,engine,15,component
visual perceptual,car,door,10,component
visual perceptual,car,seat,10,component
visual perceptual,caravan,wheels,19,component
visual perceptual,carnation,petals,19,component
visual perceptual,carnation,stem,16,component
visual perceptual,carnation,leaves,11,component
visual perceptual,carp,scales,24,component
visual perceptual,carp,fins,18,component
visual perceptual,carp,tail,16,component
visual perceptual,carp,gills,12,component
visual perceptual,carp,whiskers,5,component
visual perceptual,carriage,wheels,19,component
visual perceptual,carriage,seat,16,component
visual perceptual,carriage,door,9,component
visual perceptual,carrot,leaves,8,component
visual perceptual,carrot,stem,6,component
visual perceptual,carrot,skin,5,component
visual perceptual,cart,wheels,26,component
visual perceptual,cat,fur,22,component
visual perceptual,cat,claws,18,component
visual perceptual,cat,tail,14,component
visual perceptual,cat,whiskers,13,component
visual perceptual,cat,legs,9,component
visual perceptual,cat,eyes,6,component
visual perceptual,cat,ears,5,component
visual perceptual,catalogue,words,6,component
visual perceptual,catapault,stone,7,component
visual perceptual,caterpillar,legs,18,component
visual perceptual,caterpillar,fur,9,component
visual perceptual,cauliflower,leaves,14,component
visual perceptual,cauliflower,stem,8,component
visual perceptual,celery,leaves,10,component
visual perceptual,celery,stem,9,component
visual perceptual,cello,neck,6,component
visual perceptual,centipede,legs,27,component
visual perceptual,centipede,body,7,component
visual perceptual,centipede,antenna,6,component
visual perceptual,certificate,words,10,component
visual perceptual,chainsaw,blade,9,component
visual perceptual,chainsaw,handle,9,component
visual perceptual,chainsaw,engine,8,component
visual perceptual,chainsaw,teeth,6,component
visual perceptual,chair,legs,27,component
visual perceptual,chair,seat,9,component
visual perceptual,cheese,holes,8,component
visual perceptual,cheetah,fur,14,component
visual perceptual,cheetah,tail,8,component
visual perceptual,cheetah,teeth,7,component
visual perceptual,cheetah,claws,6,component
visual perceptual,cheetah,legs,5,component
visual perceptual,cherry,stone,19,component
visual perceptual,cherry,stem,17,component
visual perceptual,cherry,flesh,5,component
visual perceptual,cherry,skin,5,component
visual perceptual,chestnut,shell,10,component
visual perceptual,chicken,feathers,20,component
visual perceptual,chicken,wings,19,component
visual perceptual,chicken,beak,17,component
visual perceptual,chicken,claws,7,component
visual perceptual,chicken,feet,5,component
visual perceptual,chicken,legs,5,component
visual perceptual,chipmunk,tail,17,component
visual perceptual,chipmunk,fur,16,component
visual perceptual,chipmunk,teeth,14,component
visual perceptual,chipmunk,eyes,5,component
visual perceptual,chisel,handle,17,component
visual perceptual,chisel,blade,8,component
encyclopaedic,chocolate,sugar,15,component
visual perceptual,clam,shell,25,component
visual perceptual,clarinet,holes,8,component
visual perceptual,club,handle,9,component
visual perceptual,coat,buttons,19,component
visual perceptual,coat,zip,13,component
visual perceptual,cockerel,feathers,26,component
visual perceptual,cockerel,wings,11,component
visual perceptual,cockerel,beak,10,component
visual perceptual,cockerel,tail,5,component
visual perceptual,cockerel,feet,5,component
visual perceptual,cockroach,legs,18,component
visual perceptual,cockroach,antenna,14,component
visual perceptual,cockroach,shell,10,component
visual perceptual,cockroach,wings,7,component
visual perceptual,cockroach,body,5,component
visual perceptual,coconut,fur,23,component
visual perceptual,coconut,shell,14,component
visual perceptual,coconut,flesh,13,component
visual perceptual,cod,fins,19,component
visual perceptual,cod,scales,17,component
visual perceptual,cod,gills,16,component
visual perceptual,cod,tail,8,component
visual perceptual,cod,eyes,5,component
encyclopaedic,coffee,sugar,5,component
visual perceptual,coffin,lid,14,component
visual perceptual,colander,holes,27,component
visual perceptual,colander,handle,17,component
visual perceptual,comb,teeth,27,component
visual perceptual,comb,handle,5,component
visual perceptual,corkscrew,handle,14,component
visual perceptual,corkscrew,point,5,component
visual perceptual,corn,seeds,8,component
visual perceptual,courgette,skin,11,component
visual perceptual,courgette,seeds,7,component
visual perceptual,cow,hooves,9,component
visual perceptual,cow,tail,8,component
visual perceptual,cow,legs,8,component
visual perceptual,cow,fur,5,component
visual perceptual,crab,claws,26,component
visual perceptual,crab,shell,24,component
visual perceptual,crab,legs,13,component
visual perceptual,crab,eyes,8,component
visual perceptual,crayfish,shell,10,component
visual perceptual,crayfish,claws,9,component
visual perceptual,crayfish,gills,8,component
visual perceptual,crayfish,legs,5,component
visual perceptual,crayon,point,11,component
visual perceptual,cricket,legs,19,component
visual perceptual,cricket,wings,9,component
visual perceptual,cricket,antenna,5,component
visual perceptual,crocodile,teeth,23,component
visual perceptual,crocodile,tail,17,component
visual perceptual,crocodile,legs,8,component
visual perceptual,crocodile,scales,8,component
visual perceptual,crocodile,skin,8,component
visual perceptual,cucumber,seeds,14,component
visual perceptual,cucumber,skin,11,component
visual perceptual,cucumber,flesh,7,component
visual perceptual,cup,handle,21,component
visual perceptual,cupboard,door,24,component
visual perceptual,cupboard,handle,7,component
functional,currant,seeds,6,component
visual perceptual,cushion,feathers,12,component
visual perceptual,cymbal,handle,7,component
visual perceptual,daffodil,petals,22,component
visual perceptual,daffodil,stem,19,component
visual perceptual,daffodil,leaves,19,component
visual perceptual,daffodil,roots,9,component
visual perceptual,dagger,handle,16,component
visual perceptual,dagger,blade,15,component
visual perceptual,dagger,point,11,component
visual perceptual,daisy,petals,23,component
visual perceptual,daisy,stem,15,component
visual perceptual,daisy,leaves,6,component
visual perceptual,daisy,roots,6,component
visual perceptual,dandelion,stem,15,component
visual perceptual,dandelion,petals,14,component
visual perceptual,dandelion,seeds,14,component
visual perceptual,dandelion,leaves,8,component
visual perceptual,dandelion,roots,6,component
visual perceptual,dates,stone,11,component
encyclopaedic,dates,sugar,6,component
visual perceptual,deckchair,legs,7,component
visual perceptual,deckchair,seat,6,component
visual perceptual,deer,fur,11,component
visual perceptual,deer,legs,11,component
visual perceptual,deer,tail,6,component
visual perceptual,deer,ears,5,component
visual perceptual,desk,legs,22,component
visual perceptual,dictionary,words,18,component
visual perceptual,dishwasher,door,8,component
visual perceptual,dog,fur,18,component
visual perceptual,dog,tail,16,component
visual perceptual,dog,legs,10,component
visual perceptual,dog,teeth,9,component
visual perceptual,doll,legs,11,component
visual perceptual,doll,eyes,7,component
visual perceptual,doll,head,6,component
visual perceptual,dolphin,fins,17,component
visual perceptual,dolphin,tail,9,component
visual perceptual,donkey,ears,17,component
visual perceptual,donkey,tail,13,component
visual perceptual,donkey,fur,11,component
visual perceptual,donkey,hooves,10,component
visual perceptual,donkey,legs,7,component
visual perceptual,doorknob,handle,5,component
encyclopaedic,doughnut,sugar,25,component
visual perceptual,dove,wings,19,component
visual perceptual,dove,beak,17,component
visual perceptual,dove,feathers,17,component
visual perceptual,dove,eyes,7,component
visual perceptual,dragonfly,wings,27,component
visual perceptual,dragonfly,body,12,component
visual perceptual,dragonfly,eyes,9,component
visual perceptual,dragonfly,legs,8,component
visual perceptual,dragonfly,tail,5,component
visual perceptual,dress,straps,5,component
visual perceptual,drill,handle,11,component
visual perceptual,drum,skin,18,component
visual perceptual,duck,beak,22,component
visual perceptual,duck,feathers,21,component
visual perceptual,duck,feet,19,component
visual perceptual,duck,wings,10,component
visual perceptual,eagle,wings,23,component
visual perceptual,eagle,feathers,22,component
visual perceptual,eagle,beak,15,component
visual perceptual,eagle,eyes,14,component
visual perceptual,eagle,claws,8,component
visual perceptual,ear,skin,18,component
visual perceptual,elephant,ears,23,component
visual perceptual,elephant,tail,9,component
visual perceptual,elephant,skin,9,component
visual perceptual,elephant,legs,8,component
visual perceptual,elephant,feet,6,component
visual perceptual,elm,leaves,23,component
visual perceptual,elm,roots,11,component
visual perceptual,emu,feathers,21,component
visual perceptual,emu,legs,18,component
visual perceptual,emu,beak,16,component
visual perceptual,emu,neck,10,component
visual perceptual,emu,wings,8,component
visual perceptual,encyclopaedia,words,5,component
visual perceptual,eucalyptus,leaves,18,component
visual perceptual,eucalyptus,roots,6,component
visual perceptual,falcon,beak,21,component
visual perceptual,falcon,feathers,20,component
visual perceptual,falcon,wings,17,component
visual perceptual,falcon,claws,7,component
visual perceptual,fern,leaves,19,component
visual perceptual,fern,roots,6,component
visual perceptual,fern,stem,5,component
visual perceptual,ferry,engine,9,component
visual perceptual,finger,skin,15,component
visual perceptual,finger,flesh,7,component
visual perceptual,fir,leaves,12,component
visual perceptual,fir,roots,7,component
visual perceptual,flamingo,beak,16,component
visual perceptual,flamingo,feathers,15,component
visual perceptual,flamingo,legs,13,component
visual perceptual,flamingo,neck,10,component
visual perceptual,flamingo,wings,10,component
visual perceptual,flea,legs,12,component
visual perceptual,flounder,fins,20,component
visual perceptual,flounder,gills,16,component
visual perceptual,flounder,scales,13,component
visual perceptual,flounder,tail,9,component
visual perceptual,flounder,eyes,9,component
visual perceptual,flute,holes,8,component
visual perceptual,foot,skin,14,component
visual perceptual,fork,handle,11,component
visual perceptual,fork,point,5,component
visual perceptual,fox,tail,20,component
visual perceptual,fox,fur,9,component
visual perceptual,fox,legs,7,component
visual perceptual,fox,ears,6,component
visual perceptual,fox,teeth,6,component
visual perceptual,fridge,door,19,component
visual perceptual,frog,legs,17,component
visual perceptual,frog,eyes,7,component
visual perceptual,frog,feet,7,component
visual perceptual,frog,skin,6,component
visual perceptual,garlic,skin,7,component
visual perceptual,gate,handle,6,component
visual perceptual,geranium,leaves,18,component
visual perceptual,geranium,petals,17,component
visual perceptual,geranium,stem,10,component
visual perceptual,geranium,roots,7,component
visual perceptual,gerbil,fur,22,component
visual perceptual,gerbil,tail,13,component
visual perceptual,gerbil,whiskers,9,component
visual perceptual,gerbil,teeth,6,component
visual perceptual,gerbil,ears,5,component
visual perceptual,gherkin,skin,5,component
visual perceptual,giraffe,neck,27,component
visual perceptual,giraffe,legs,17,component
visual perceptual,giraffe,tail,5,component
visual perceptual,glider,wings,21,component
visual perceptual,goat,fur,14,component
visual perceptual,goat,hooves,7,component
visual perceptual,goat,legs,5,component
visual perceptual,goggles,straps,15,component
visual perceptual,goldfish,fins,18,component
visual perceptual,goldfish,scales,18,component
visual perceptual,goldfish,gills,12,component
visual perceptual,goldfish,tail,11,component
visual perceptual,goldfish,eyes,10,component
visual perceptual,goose,feathers,20,component
visual perceptual,goose,beak,18,component
visual perceptual,goose,wings,18,component
visual perceptual,goose,feet,13,component
visual perceptual,goose,neck,6,component
visual perceptual,goose,legs,5,component
visual perceptual,gorilla,fur,25,component
visual perceptual,gorilla,legs,5,component
visual perceptual,grape,seeds,19,component
visual perceptual,grape,skin,12,component
visual perceptual,grapefruit,skin,18,component
visual perceptual,grapefruit,seeds,9,component
visual perceptual,grapefruit,flesh,7,component
visual perceptual,grasshopper,legs,20,component
visual perceptual,grasshopper,antenna,6,component
visual perceptual,grasshopper,wings,5,component
visual perceptual,grater,holes,15,component
visual perceptual,grater,handle,7,component
visual perceptual,guitar,body,8,component
visual perceptual,guitar,neck,6,component
visual perceptual,gun,handle,5,component
visual perceptual,hair,roots,7,component
visual perceptual,hammer,handle,19,component
visual perceptual,hammer,head,11,component
visual perceptual,hamster,fur,18,component
visual perceptual,hamster,tail,11,component
visual perceptual,hamster,eyes,6,component
visual perceptual,hamster,feet,6,component
visual perceptual,hamster,legs,6,component
visual perceptual,hamster,whiskers,6,component
visual perceptual,hamster,ears,5,component
visual perceptual,hamster,teeth,5,component
visual perceptual,harmonica,holes,10,component
visual perceptual,harpoon,point,7,component
visual perceptual,hatchet,handle,15,component
visual perceptual,hatchet,blade,10,component
visual perceptual,hawk,beak,21,component
visual perceptual,hawk,feathers,20,component
visual perceptual,hawk,wings,13,component
visual perceptual,hawk,eyes,7,component
visual perceptual,hawk,claws,6,component
visual perceptual,hedgehog,legs,11,component
visual perceptual,helicopter,blade,10,component
visual perceptual,helicopter,engine,7,component
visual perceptual,helicopter,door,5,component
visual perceptual,helmet,straps,11,component
visual perceptual,heron,beak,25,component
visual perceptual,heron,wings,21,component
visual perceptual,heron,feathers,20,component
visual perceptual,heron,legs,18,component
visual perceptual,heron,neck,5,component
visual perceptual,herring,fins,17,component
visual perceptual,herring,scales,17,component
visual perceptual,herring,gills,14,component
visual perceptual,herring,tail,11,component
visual perceptual,herring,eyes,6,component
visual perceptual,hippo,teeth,13,component
visual perceptual,hippo,legs,10,component
visual perceptual,hippo,skin,8,component
visual perceptual,hippo,ears,5,component
visual perceptual,hoe,handle,22,component
visual perceptual,hoe,blade,7,component
visual perceptual,hook,point,7,component
visual perceptual,hornet,wings,15,component
visual perceptual,hornet,legs,9,component
visual perceptual,horse,legs,17,component
visual perceptual,horse,hooves,16,component
visual perceptual,horse,tail,15,component
visual perceptual,horse,fur,9,component
visual perceptual,houseboat,engine,9,component
visual perceptual,housefly,wings,22,component
visual perceptual,housefly,eyes,13,component
visual perceptual,housefly,legs,13,component
visual perceptual,hummingbird,wings,23,component
visual perceptual,hummingbird,beak,21,component
visual perceptual,hummingbird,feathers,17,component
visual perceptual,hutch,door,14,component
visual perceptual,hyacinth,leaves,19,component
visual perceptual,hyacinth,petals,18,component
visual perceptual,hyacinth,stem,11,component
visual perceptual,hyacinth,roots,10,component
visual perceptual,hyena,legs,14,component
visual perceptual,hyena,fur,11,component
visual perceptual,hyena,tail,7,component
visual perceptual,hyena,teeth,7,component
visual perceptual,iguana,scales,18,component
visual perceptual,iguana,tail,15,component
visual perceptual,iguana,eyes,9,component
visual perceptual,iguana,claws,8,component
visual perceptual,iguana,legs,8,component
visual perceptual,iguana,skin,7,component
visual perceptual,jacket,buttons,15,component
visual perceptual,jacket,zip,13,component
encyclopaedic,jam,sugar,16,component
visual perceptual,jar,lid,26,component
visual perceptual,jeans,zip,16,component
visual perceptual,jeans,buttons,12,component
visual perceptual,jeans,legs,7,component
visual perceptual,jeep,wheels,19,component
visual perceptual,jeep,engine,6,component
encyclopaedic,jelly,sugar,8,component
visual perceptual,jug,handle,21,component
visual perceptual,kangaroo,legs,9,component
visual perceptual,kangaroo,fur,8,component
visual perceptual,kangaroo,tail,7,component
visual perceptual,kayak,seat,5,component
encyclopaedic,ketchup,sugar,12,component
visual perceptual,kettle,handle,10,component
visual perceptual,kettle,lid,5,component
visual perceptual,key,teeth,6,component
visual perceptual,kingfisher,beak,25,component
visual perceptual,kingfisher,feathers,23,component
visual perceptual,kingfisher,wings,17,component
visual perceptual,kingfisher,legs,6,component
visual perceptual,kingfisher,feet,5,component
visual perceptual,kite,tail,6,component
visual perceptual,knife,handle,18,component
visual perceptual,knife,blade,12,component
visual perceptual,ladle,handle,22,component
visual perceptual,ladybird,wings,21,component
visual perceptual,ladybird,legs,10,component
visual perceptual,lamb,legs,15,component
visual perceptual,lamb,tail,11,component
visual perceptual,lantern,handle,6,component
visual perceptual,leek,leaves,9,component
visual perceptual,leek,roots,5,component
visual perceptual,leg,skin,16,component
visual perceptual,leg,flesh,5,component
visual perceptual,lemon,seeds,17,component
visual perceptual,lemon,skin,16,component
encyclopaedic,lemonade,sugar,23,component
visual perceptual,leopard,fur,15,component
visual perceptual,leopard,tail,11,component
visual perceptual,leopard,teeth,11,component
visual perceptual,leopard,legs,10,component
visual perceptual,leopard,claws,5,component
visual perceptual,lettuce,leaves,23,component
visual perceptual,lily,petals,20,component
visual perceptual,lily,stem,17,component
visual perceptual,lily,leaves,13,component
visual perceptual,lily,roots,5,component
visual perceptual,lime,skin,16,component
visual perceptual,lime,seeds,12,component
visual perceptual,lime,flesh,6,component
visual perceptual,limousine,wheels,19,component
visual perceptual,limousine,seat,7,component
visual perceptual,lion,tail,11,component
visual perceptual,lion,fur,10,component
visual perceptual,lion,teeth,8,component
visual perceptual,lion,legs,7,component
visual perceptual,lips,skin,9,component
visual perceptual,lizard,scales,23,component
visual perceptual,lizard,legs,14,component
visual perceptual,lizard,tail,13,component
visual perceptual,lizard,skin,8,component
visual perceptual,lizard,eyes,7,component
visual perceptual,llama,fur,14,component
visual perceptual,llama,legs,14,component
visual perceptual,llama,neck,9,component
visual perceptual,llama,hooves,6,component
visual perceptual,lobster,claws,27,component
visual perceptual,lobster,shell,9,component
visual perceptual,lobster,legs,9,component
visual perceptual,lobster,tail,6,component
visual perceptual,lobster,antenna,6,component
visual perceptual,locust,wings,20,component
visual perceptual,locust,legs,18,component
visual perceptual,locust,antenna,6,component
visual perceptual,locust,eyes,6,component
visual perceptual,lorry,wheels,23,component
visual perceptual,machete,handle,16,component
visual perceptual,machete,blade,15,component
visual perceptual,mackerel,fins,21,component
visual perceptual,mackerel,scales,17,component
visual perceptual,mackerel,gills,15,component
visual perceptual,mackerel,tail,12,component
visual perceptual,magpie,feathers,20,component
visual perceptual,magpie,beak,18,component
visual perceptual,magpie,wings,18,component
visual perceptual,magpie,tail,5,component
visual perceptual,magpie,eyes,5,component
visual perceptual,magpie,legs,5,component
visual perceptual,mango,skin,17,component
visual perceptual,mango,seeds,5,component
visual perceptual,marigold,petals,23,component
visual perceptual,marigold,stem,17,component
visual perceptual,marigold,leaves,17,component
visual perceptual,marigold,roots,8,component
visual perceptual,mask,holes,10,component
visual perceptual,melon,seeds,18,component
visual perceptual,melon,skin,13,component
visual perceptual,melon,flesh,6,component
visual perceptual,menu,words,7,component
visual perceptual,microwave,door,13,component
visual perceptual,microwave,buttons,6,component
visual perceptual,millipede,legs,29,component
visual perceptual,millipede,antenna,9,component
visual perceptual,minnow,scales,19,component
visual perceptual,minnow,gills,18,component
visual perceptual,minnow,fins,16,component
visual perceptual,minnow,tail,12,component
visual perceptual,minnow,eyes,8,component
visual perceptual,monkey,tail,20,component
visual perceptual,monkey,fur,12,component
visual perceptual,monkey,legs,5,component
visual perceptual,moose,legs,17,component
visual perceptual,moose,fur,10,component
visual perceptual,mop,handle,27,component
visual perceptual,mop,head,9,component
visual perceptual,moped,wheels,25,component
visual perceptual,moped,engine,19,component
visual perceptual,moped,seat,11,component
visual perceptual,mosquito,wings,20,component
visual perceptual,mosquito,legs,11,component
visual perceptual,moss,leaves,6,component
visual perceptual,moth,wings,22,component
visual perceptual,moth,antenna,11,component
visual perceptual,moth,legs,8,component
visual perceptual,moth,fur,6,component
visual perceptual,motorcycle,wheels,26,component
visual perceptual,motorcycle,engine,16,component
visual perceptual,mouse,tail,26,component
visual perceptual,mouse,fur,14,component
visual perceptual,mouse,whiskers,12,component
visual perceptual,mouse,ears,7,component
visual perceptual,mouse,legs,7,component
visual perceptual,mouse,eyes,6,component
visual perceptual,mug,handle,26,component
visual perceptual,mushroom,stem,16,component
visual perceptual,mussel,shell,25,component
visual perceptual,nail,head,12,component
visual perceptual,nail,point,12,component
visual perceptual,nectarine,stone,15,component
visual perceptual,nectarine,skin,14,component
visual perceptual,nectarine,flesh,6,component
visual perceptual,needle,point,17,component
visual perceptual,newspaper,words,7,component
visual perceptual,nightingale,feathers,23,component
visual perceptual,nightingale,beak,17,component
visual perceptual,nightingale,wings,16,component
visual perceptual,nose,skin,11,component
visual perceptual,nut,shell,16,component
visual perceptual,oak,leaves,27,component
visual perceptual,oak,roots,12,component
visual perceptual,octopus,legs,19,component
visual perceptual,octopus,head,8,component
visual perceptual,octopus,eyes,7,component
visual perceptual,olive,stone,19,component
visual perceptual,onion,skin,12,component
visual perceptual,orange,seeds,17,component
visual perceptual,orange,skin,15,component
visual perceptual,orchid,stem,19,component
visual perceptual,orchid,leaves,19,component
visual perceptual,orchid,petals,16,component
visual perceptual,orchid,roots,12,component
visual perceptual,ostrich,feathers,21,component
visual perceptual,ostrich,legs,21,component
visual perceptual,ostrich,neck,12,component
visual perceptual,ostrich,wings,12,component
visual perceptual,ostrich,beak,9,component
visual perceptual,otter,tail,15,component
visual perceptual,otter,fur,12,component
visual perceptual,otter,whiskers,7,component
visual perceptual,otter,legs,6,component
visual perceptual,oven,door,13,component
visual perceptual,owl,feathers,19,component
visual perceptual,owl,eyes,14,component
visual perceptual,owl,wings,13,component
visual perceptual,owl,beak,11,component
visual perceptual,owl,claws,7,component
visual perceptual,ox,legs,16,component
visual perceptual,ox,fur,14,component
visual perceptual,ox,tail,11,component
visual perceptual,ox,ears,5,component
visual perceptual,oyster,shell,24,component
visual perceptual,pamphlet,words,8,component
visual perceptual,pansy,petals,23,component
visual perceptual,pansy,leaves,17,component
visual perceptual,pansy,stem,16,component
visual perceptual,pansy,roots,11,component
visual perceptual,panther,fur,14,component
visual perceptual,panther,tail,11,component
visual perceptual,panther,legs,10,component
visual perceptual,panther,teeth,9,component
visual perceptual,panther,claws,7,component
visual perceptual,panther,whiskers,6,component
visual perceptual,parakeet,feathers,23,component
visual perceptual,parakeet,beak,18,component
visual perceptual,parakeet,wings,15,component
visual perceptual,parakeet,claws,6,component
visual perceptual,parka,zip,11,component
visual perceptual,parsley,leaves,14,component
visual perceptual,parsley,stem,11,component
visual perceptual,parsley,roots,5,component
visual perceptual,partridge,feathers,23,component
visual perceptual,partridge,beak,18,component
visual perceptual,partridge,wings,17,component
visual perceptual,partridge,legs,7,component
visual perceptual,partridge,tail,5,component
visual perceptual,peach,stone,22,component
visual perceptual,peach,skin,16,component
visual perceptual,peach,flesh,8,component
visual perceptual,peacock,feathers,22,component
visual perceptual,peacock,tail,14,component
visual perceptual,peacock,beak,8,component
visual perceptual,peacock,head,5,component
visual perceptual,peanut,shell,12,component
visual perceptual,pear,stem,18,component
visual perceptual,pear,seeds,14,component
visual perceptual,pear,skin,12,component
visual perceptual,pear,flesh,5,component
visual perceptual,peeler,handle,19,component
visual perceptual,peeler,blade,16,component
visual perceptual,pelican,beak,30,component
visual perceptual,pelican,wings,23,component
visual perceptual,pelican,feathers,16,component
visual perceptual,pelican,feet,9,component
visual perceptual,pelican,legs,7,component
visual perceptual,pen,lid,10,component
visual perceptual,pencil,point,9,component
visual perceptual,penguin,wings,12,component
visual perceptual,penguin,beak,9,component
visual perceptual,penguin,feathers,8,component
visual perceptual,penguin,feet,7,component
visual perceptual,penknife,blade,11,component
visual perceptual,penknife,handle,8,component
visual perceptual,pie,lid,5,component
visual perceptual,pig,tail,25,component
visual perceptual,pig,ears,8,component
visual perceptual,pig,legs,7,component
visual perceptual,pigeon,wings,17,component
visual perceptual,pigeon,feathers,16,component
visual perceptual,pigeon,beak,14,component
visual perceptual,pillow,feathers,21,component
visual perceptual,pin,head,13,component
visual perceptual,pin,point,13,component
visual perceptual,pine,leaves,10,component
visual perceptual,pine,roots,8,component
visual perceptual,pineapple,leaves,14,component
visual perceptual,pineapple,skin,11,component
visual perceptual,pineapple,flesh,8,component
visual perceptual,platypus,beak,23,component
visual perceptual,platypus,fur,14,component
visual perceptual,platypus,tail,10,component
visual perceptual,platypus,feet,7,component
visual perceptual,pliers,handle,20,component
visual perceptual,pliers,teeth,5,component
visual perceptual,plough,blade,6,component
visual perceptual,plum,stone,22,component
visual perceptual,plum,skin,17,component
visual perceptual,plum,flesh,9,component
visual perceptual,plum,stem,5,component
visual perceptual,pony,tail,24,component
