Concept,Feature,WB_Label,WB_Maj,WB_Min,BR_Label,Prod_Freq,Rank_PF,Sum_PF_No_Tax,CPF,Disting,Distinct,CV_No_Tax,Intercorr_Str_Tax,Intercorr_Str_No_Tax,Feat_Length_Including_Spaces,Phon_1st,KF,ln(KF),BNC,ln(BNC),Familiarity,Length_Letters,Length_Phonemes,Length_Syllables,Bigram,Trigram,ColtheartN,Num_Feats_Tax,Num_Feats_No_Tax,Num_Disting_Feats_No_Tax,Disting_Feats_%_No_Tax,Mean_Distinct_No_Tax,Mean_CV_No_Tax,Density_No_Tax,Num_Corred_Pairs_No_Tax,%_Corred_Pairs_No_Tax,Num_Func,Num_Vis_Mot,Num_VisF&S,Num_Vis_Col,Num_Sound,Num_Taste,Num_Smell,Num_Tact,Num_Ency,Num_Tax
camel,has_legs,external_component,e,ce,visual-form_and_surface,8,7,489.0,44,ND,0.023,0.016,11.45,0.0,8,k,2,0.69,599,6.4,2.4,5,4,2,747.25,79.42,1,15,13,7,53.8,0.53,0.562,7.22,1,7,2,2,4,2,0,0,0,0,3,2
cannon,has_wheels,external_component,e,ce,visual-form_and_surface,9,8,416.0,23,ND,0.043,0.022,0.0,0.0,10,k,7,1.95,785,6.67,2.95,6,5,2,1014.92,256.49,3,17,16,5,31.3,0.3,0.297,118.93,9,16,2,1,5,1,2,0,0,1,4,1
cart,has_wheels,external_component,e,ce,visual-form_and_surface,27,1,416.0,23,ND,0.043,0.065,123.9,123.9,10,k,10,2.3,1272,7.15,5.7,4,3,1,1686.33,416.39,14,11,11,1,9.1,0.233,0.222,392.6,16,36,5,0,6,0,0,0,0,0,0,0
catapult,has_wheels,external_component,e,ce,visual-form_and_surface,5,8,416.0,23,ND,0.043,0.012,0.0,0.0,10,k,1,0.0,189,5.24,2.15,8,8,3,235.6,15.17,0,9,8,3,37.5,0.31,0.294,0.0,0,0,4,0,3,0,0,0,0,0,1,1
cauliflower,has_leaves,external_component,e,ce,visual-form_and_surface,8,7,157.0,15,ND,0.067,0.051,64.15,46.89,10,k,1,0.0,130,4.87,6.8,11,8,4,0.0,0.0,0,14,13,2,15.4,0.194,0.2,326.25,17,31,5,0,2,2,0,1,0,0,3,1
cedar,has_leaves,external_component,e,ce,visual-form_and_surface,15,1,157.0,15,ND,0.067,0.096,117.58,96.12,10,s,1,0.0,236,5.46,5.5,5,5,2,212.1,7.78,0,15,11,3,27.3,0.259,0.204,335.01,13,46,3,0,5,1,0,0,1,0,1,4
celery,has_leaves,external_component,e,ce,visual-form_and_surface,10,7,157.0,15,ND,0.067,0.064,67.3,50.04,10,s,4,1.39,196,5.28,7.55,6,6,3,558.12,22.93,0,15,14,4,28.6,0.34,0.35,300.62,20,44,2,0,4,1,0,2,0,1,4,1
chair,has_legs,external_component,e,ce,visual-form_and_surface,22,2,489.0,44,ND,0.023,0.045,47.01,47.01,8,tS,89,4.49,10023,9.21,8.7,5,3,1,1594.15,158.01,2,16,15,7,46.7,0.398,0.425,295.15,9,32,3,0,7,0,0,0,0,2,3,1
cheetah,has_legs,external_component,e,ce,visual-form_and_surface,7,10,468.0,49,ND,0.02,0.015,84.65,17.91,10,tS,1,0.0,152,5.02,3.4,7,4,2,354.0,29.71,0,13,9,1,11.1,0.206,0.214,85.99,7,25,1,2,1,2,0,0,0,1,2,4
chisel,has_a_handle,external_component,e,ce,visual-form_and_surface,6,7,508.0,42,ND,0.024,0.012,18.22,0.0,12,tS,5,1.61,233,5.45,3.85,6,4,2,807.15,59.53,0,10,9,6,66.7,0.676,0.674,0.0,0,0,5,0,2,0,0,0,0,1,1,1
closet,has_doors,external_component,e,ce,visual-form_and_surface,15,3,163.0,15,ND,0.067,0.092,52.75,52.75,9,k,12,2.48,260,5.56,8.7,6,6,2,777.48,169.04,3,13,12,5,41.7,0.507,0.502,193.98,7,33,3,0,6,0,0,0,0,0,3,1
corkscrew,has_a_handle,external_component,e,ce,visual-form_and_surface,6,5,508.0,42,ND,0.024,0.012,0.0,0.0,12,k,3,1.1,104,4.64,5.6,9,7,2,395.22,11.99,0,10,10,7,70.0,0.656,0.633,0.0,0,0,4,0,4,0,0,0,0,0,2,0
couch,has_legs,external_component,e,ce,visual-form_and_surface,9,7,489.0,44,ND,0.023,0.018,47.01,47.01,8,k,13,2.56,574,6.35,8.05,5,3,1,3910.02,776.27,6,20,19,6,31.6,0.319,0.313,527.36,18,23,6,0,7,0,0,0,0,3,3,1
cup,has_a_handle,external_component,e,ce,visual-form_and_surface,18,2,508.0,42,ND,0.024,0.035,15.63,15.63,12,k,59,4.08,13575,9.52,8.2,3,3,1,0.0,0.0,9,21,19,4,21.1,0.269,0.257,559.98,29,28,6,0,8,1,0,0,0,0,4,2
cupboard,has_doors,external_component,e,ce,visual-form_and_surface,16,5,163.0,15,ND,0.067,0.098,71.27,71.27,9,k,4,1.39,1943,7.57,8.0,8,5,2,180.8,39.61,0,10,10,3,30.0,0.323,0.355,172.17,9,43,5,0,4,0,0,0,0,0,1,0
dagger,has_a_handle,external_component,e,ce,visual-form_and_surface,12,5,508.0,42,ND,0.024,0.024,18.2,18.2,12,d,1,0.0,433,6.07,3.0,6,5,2,1643.9,177.13,2,14,12,3,25.0,0.253,0.256,189.63,9,25,4,0,6,0,0,0,0,1,1,2
desk,has_legs,external_component,e,ce,visual-form_and_surface,13,5,489.0,44,ND,0.023,0.027,31.12,31.12,8,d,69,4.23,4873,8.49,8.65,4,4,1,843.21,82.29,3,16,15,8,53.3,0.523,0.518,49.07,3,14,4,0,7,0,0,0,0,0,4,1
door,has_a_handle,external_component,e,ce,visual-form_and_surface,11,7,508.0,42,ND,0.024,0.022,0.0,0.0,12,d,348,5.85,30174,10.31,8.95,4,3,1,2587.59,446.65,5,13,13,6,46.2,0.415,0.413,180.59,3,14,6,0,7,0,0,0,0,0,0,0
elk,has_legs,external_component,e,ce,visual-form_and_surface,12,2,468.0,49,ND,0.02,0.026,142.03,66.79,10,E,2,0.69,40,3.69,2.65,3,3,1,0.0,0.0,3,16,13,1,7.7,0.155,0.131,192.64,14,21,2,2,5,1,0,0,0,1,2,3
fork,has_a_handle,external_component,e,ce,visual-form_and_surface,6,12,508.0,42,ND,0.024,0.012,0.0,0.0,12,f,7,1.95,1055,6.96,8.7,4,3,1,2377.9,597.01,8,14,13,5,38.5,0.381,0.406,41.56,3,11,1,0,8,0,0,0,0,1,3,1
freezer,has_doors,external_component,e,ce,visual-form_and_surface,5,17,163.0,15,ND,0.067,0.031,48.92,48.92,9,f,2,0.69,527,6.27,8.35,7,6,2,927.82,57.89,1,19,18,9,50.0,0.545,0.546,181.47,10,28,8,0,5,1,0,0,0,1,3,1
fridge,has_doors,external_component,e,ce,visual-form_and_surface,14,6,163.0,15,ND,0.067,0.086,71.27,71.27,9,f,1,0.0,1052,6.96,8.8,6,4,1,467.16,106.07,2,19,18,4,22.2,0.31,0.304,312.57,18,20,4,0,9,1,0,0,0,2,2,1
garage,has_doors,external_component,e,ce,visual-form_and_surface,17,3,163.0,15,ND,0.067,0.104,39.81,39.81,9,g,26,3.26,2387,7.78,7.85,6,5,2,611.33,96.15,0,9,9,4,44.4,0.442,0.451,64.08,4,40,5,0,3,0,0,0,0,0,1,0
giraffe,has_legs,external_component,e,ce,visual-form_and_surface,10,8,468.0,49,ND,0.02,0.021,66.74,0.0,10,dZ,1,0.0,106,4.66,4.05,7,5,2,85.3,6.15,0,14,12,0,0.0,0.147,0.191,390.26,20,30,0,1,5,3,0,0,0,0,3,2
grater,has_a_handle,external_component,e,ce,visual-form_and_surface,5,8,508.0,42,ND,0.024,0.01,0.0,0.0,12,g,1,0.0,30,3.4,5.05,6,5,2,2348.27,465.82,4,12,11,3,27.3,0.322,0.313,58.54,1,4,5,0,4,0,0,0,0,1,1,1
hammer,has_a_handle,external_component,e,ce,visual-form_and_surface,16,5,508.0,42,ND,0.024,0.031,47.14,28.92,12,h,9,2.2,1354,7.21,6.3,6,5,2,1925.65,122.34,1,16,15,5,33.3,0.358,0.369,158.41,10,22,5,0,7,0,1,0,0,1,1,1
hatchet,has_a_handle,external_component,e,ce,visual-form_and_surface,11,2,508.0,42,ND,0.024,0.022,18.22,0.0,12,h,4,1.39,75,4.32,2.6,7,5,2,872.04,251.3,3,8,6,1,16.7,0.118,0.061,58.54,1,10,2,0,3,0,0,0,0,1,0,2
hoe,has_a_handle,external_component,e,ce,visual-form_and_surface,21,2,508.0,42,ND,0.024,0.041,99.47,81.25,12,h,1,0.0,115,4.74,3.7,3,2,1,0.0,0.0,11,15,14,5,35.7,0.436,0.45,397.84,19,53,6,0,8,0,0,0,0,0,0,1
house,has_doors,external_component,e,ce,visual-form_and_surface,8,6,163.0,15,ND,0.067,0.049,0.0,0.0,9,h,674,6.51,61006,11.02,8.45,5,3,1,3678.92,705.75,5,16,15,2,13.3,0.222,0.221,333.57,15,19,2,0,10,0,0,0,0,1,2,1
hyena,has_legs,external_component,e,ce,visual-form_and_surface,12,3,468.0,49,ND,0.02,0.026,73.6,6.86,10,h,1,0.0,73,4.29,1.75,5,5,3,147.99,3.22,0,14,9,4,44.4,0.378,0.375,6.86,1,10,0,2,1,0,1,0,0,1,4,5
jeep,has_wheels,external_component,e,ce,visual-form_and_surface,13,2,416.0,23,ND,0.043,0.031,71.47,39.66,10,dZ,16,2.77,576,6.36,6.9,4,3,1,2102.41,256.34,7,14,12,6,50.0,0.539,0.557,69.8,2,13,3,0,3,1,0,0,0,0,5,2
kettle,has_a_handle,external_component,e,ce,visual-form_and_surface,7,13,508.0,42,ND,0.024,0.014,6.92,6.92,12,k,3,1.1,989,6.9,7.8,6,4,2,1874.31,801.31,4,17,16,8,50.0,0.526,0.517,101.0,5,18,5,0,6,0,1,0,0,0,4,1
knife,has_a_handle,external_component,e,ce,visual-form_and_surface,14,3,508.0,42,ND,0.024,0.028,18.2,18.2,12,n,83,4.42,3364,8.12,8.0,5,3,1,262.77,38.27,0,17,14,3,21.4,0.289,0.294,200.34,11,20,3,0,6,0,0,0,0,2,3,3
leopard,has_legs,external_component,e,ce,visual-form_and_surface,5,7,468.0,49,ND,0.02,0.011,48.33,6.86,10,l,1,0.0,335,5.81,3.35,7,5,2,385.27,67.13,0,9,6,1,16.7,0.241,0.232,6.86,1,10,0,1,3,0,0,0,0,1,1,3
lettuce,has_leaves,external_component,e,ce,visual-form_and_surface,5,14,157.0,15,ND,0.067,0.032,67.3,50.04,10,l,1,0.0,448,6.1,7.95,7,5,2,883.74,148.22,0,18,15,6,40.0,0.398,0.388,290.39,21,58,4,0,2,1,0,0,0,1,7,3
limousine,has_wheels,external_component,e,ce,visual-form_and_surface,7,11,124.0,11,ND,0.091,0.056,27.24,20.2,12,l,5,1.61,228,5.43,4.1,9,7,3,697.35,41.16,0,19,18,10,55.6,0.531,0.546,49.94,4,14,2,0,6,2,0,0,0,0,8,1
machete,has_a_handle,external_component,e,ce,visual-form_and_surface,5,7,508.0,42,ND,0.024,0.01,0.0,0.0,12,m,1,0.0,63,4.14,2.0,7,6,3,450.76,43.02,0,8,6,0,0.0,0.04,0.029,76.22,3,20,1,0,3,0,0,0,0,1,1,2
microwave,has_doors,external_component,e,ce,visual-form_and_surface,5,12,163.0,15,ND,0.067,0.031,0.0,0.0,9,m,3,1.1,707,6.56,7.95,9,8,3,161.51,6.51,0,16,14,9,64.3,0.589,0.578,51.81,3,30,3,1,4,0,1,0,0,0,5,2
mug,has_a_handle,external_component,e,ce,visual-form_and_surface,22,2,508.0,42,ND,0.024,0.043,15.63,15.63,12,m,3,1.1,1078,6.98,8.6,3,3,1,0.0,0.0,13,14,12,4,33.3,0.371,0.349,211.96,8,29,7,0,5,0,0,0,0,0,0,2
oak,has_leaves,external_component,e,ce,visual-form_and_surface,15,3,157.0,15,ND,0.067,0.096,62.76,41.3,10,@U,2,0.69,1950,7.58,6.1,3,2,1,0.0,0.0,4,11,10,1,10.0,0.189,0.202,125.63,5,14,2,0,4,1,0,0,0,1,2,1
ox,has_legs,external_component,e,ce,visual-form_and_surface,15,3,468.0,49,ND,0.02,0.032,86.19,19.45,10,O,15,2.71,336,5.82,2.3,2,3,1,0.0,0.0,9,11,9,2,22.2,0.17,0.144,26.31,3,14,1,1,3,1,0,0,0,1,2,2
paintbrush,has_a_handle,external_component,e,ce,visual-form_and_surface,11,3,508.0,42,ND,0.024,0.022,9.48,9.48,12,p,1,0.0,73,4.29,6.85,10,8,2,81.15,0.0,0,6,6,1,16.7,0.156,0.207,9.48,1,10,1,0,5,0,0,0,0,0,0,0
pan,has_a_handle,external_component,e,ce,visual-form_and_surface,13,4,508.0,42,ND,0.024,0.026,6.92,6.92,12,p,19,2.94,2211,7.7,6.7,3,3,1,0.0,0.0,19,12,12,5,41.7,0.422,0.406,46.61,3,14,3,0,6,0,0,0,0,0,3,0
porcupine,has_legs,external_component,e,ce,visual-form_and_surface,9,5,468.0,49,ND,0.02,0.019,75.24,8.5,10,p,1,0.0,72,4.28,3.2,9,8,3,661.25,21.35,0,10,8,2,25.0,0.291,0.276,8.5,1,7,0,2,3,1,0,0,0,0,2,2
pot,has_a_handle,external_component,e,ce,visual-form_and_surface,18,2,508.0,42,ND,0.024,0.035,6.92,6.92,12,p,28,3.33,3116,8.04,7.45,3,3,1,0.0,0.0,17,10,9,0,0.0,0.077,0.074,91.21,4,11,1,0,6,0,0,0,0,0,2,1
racquet,has_a_handle,external_component,e,ce,visual-form_and_surface,10,6,508.0,42,ND,0.024,0.02,0.0,0.0,12,r,1,0.0,77,4.34,5.75,7,5,2,159.92,10.86,0,13,12,6,50.0,0.526,0.527,0.0,0,0,6,0,6,0,0,0,0,0,0,1
radish,has_leaves,external_component,e,ce,visual-form_and_surface,6,14,157.0,15,ND,0.067,0.038,44.56,27.3,10,r,8,2.08,213,5.36,4.95,6,5,2,355.56,53.92,1,16,14,2,14.3,0.206,0.212,328.68,15,23,1,0,5,4,0,1,0,1,2,2
rattle,has_a_handle,external_component,e,ce,visual-form_and_surface,7,6,508.0,42,ND,0.024,0.014,0.0,0.0,12,r,6,1.79,441,6.09,5.0,6,4,2,2209.54,893.68,2,9,8,3,37.5,0.344,0.397,0.0,0,0,1,0,4,1,1,0,0,0,1,1
revolver,has_a_handle,external_component,e,ce,visual-form_and_surface,6,12,508.0,42,ND,0.024,0.012,0.0,0.0,12,r,14,2.64,262,5.57,3.05,8,8,3,961.49,185.43,2,15,13,4,30.8,0.333,0.325,337.97,12,33,4,1,3,1,1,0,0,0,3,2
rhubarb,has_leaves,external_component,e,ce,visual-form_and_surface,9,7,157.0,15,ND,0.067,0.057,43.32,26.06,10,r,1,0.0,119,4.78,3.95,7,5,2,157.36,2.59,0,11,9,1,11.1,0.158,0.153,94.87,8,29,2,0,2,2,0,1,0,1,1,2
rifle,has_a_handle,external_component,e,ce,visual-form_and_surface,5,16,508.0,42,ND,0.024,0.01,0.0,0.0,12,r,86,4.45,1068,6.97,3.7,5,4,2,777.56,16.42,0,18,16,2,12.5,0.196,0.209,813.96,31,34,4,1,6,0,2,0,0,1,2,2
salamander,has_legs,external_component,e,ce,visual-form_and_surface,6,5,489.0,44,ND,0.023,0.012,42.57,31.12,8,s,2,0.69,79,4.37,2.45,10,10,4,85.33,0.0,0,13,9,0,0.0,0.08,0.056,82.87,5,14,1,0,5,1,0,0,0,1,1,4
screwdriver,has_a_handle,external_component,e,ce,visual-form_and_surface,18,2,508.0,42,ND,0.024,0.035,26.54,8.32,12,s,1,0.0,272,5.61,6.35,11,9,3,0.0,0.0,0,20,18,11,61.1,0.539,0.543,79.85,5,24,9,0,7,0,0,0,0,0,2,2
shed,has_doors,external_component,e,ce,visual-form_and_surface,9,6,163.0,15,ND,0.067,0.055,39.81,39.81,9,S,15,2.71,2559,7.85,7.05,4,3,1,4591.33,23.18,5,12,11,4,36.4,0.375,0.395,80.97,5,24,4,0,5,0,0,0,0,0,2,1
sheep,has_legs,external_component,e,ce,visual-form_and_surface,14,5,489.0,44,ND,0.023,0.029,53.26,41.81,8,S,23,3.14,3044,8.02,4.25,5,3,1,2981.34,176.2,6,21,18,9,50.0,0.367,0.381,183.07,12,33,4,2,3,2,1,0,0,1,5,3
shovel,has_a_handle,external_component,e,ce,visual-form_and_surface,24,1,508.0,42,ND,0.024,0.047,81.27,63.05,12,S,8,2.08,280,5.63,6.45,6,4,2,993.06,349.25,2,15,14,7,50.0,0.602,0.604,329.13,15,71,7,0,6,0,0,0,0,0,1,1
skateboard,has_wheels,external_component,e,ce,visual-form_and_surface,30,1,416.0,23,ND,0.043,0.072,87.67,87.67,10,s,1,0.0,80,4.38,4.85,10,7,2,60.26,0.0,0,10,9,1,11.1,0.16,0.153,130.96,8,29,4,1,4,0,0,0,0,0,0,1
skillet,has_a_handle,external_component,e,ce,visual-form_and_surface,15,3,508.0,42,ND,0.024,0.03,6.92,6.92,12,s,2,0.69,15,2.71,4.95,7,5,2,357.21,59.28,1,11,10,1,10.0,0.171,0.176,145.38,8,22,3,0,4,0,0,0,0,0,3,1
sledgehammer,has_a_handle,external_component,e,ce,visual-form_and_surface,7,8,508.0,42,ND,0.024,0.014,38.82,20.6,12,s,1,0.0,67,4.2,3.8,12,8,3,0.0,0.0,0,11,10,2,20.0,0.135,0.136,56.97,4,14,2,0,7,0,0,0,0,1,0,1
sofa,has_legs,external_component,e,ce,visual-form_and_surface,10,6,489.0,44,ND,0.023,0.02,47.01,47.01,8,s,9,2.2,1168,7.06,8.4,4,4,2,1031.53,59.08,3,18,17,8,47.1,0.405,0.373,527.36,18,50,5,0,6,0,0,0,0,2,4,1
spade,has_a_handle,external_component,e,ce,visual-form_and_surface,8,6,508.0,42,ND,0.024,0.016,29.26,11.04,12,s,14,2.64,481,6.18,4.95,5,4,1,557.69,135.66,5,7,5,1,20.0,0.277,0.271,11.04,1,17,2,0,2,1,0,0,0,0,0,2
spatula,has_a_handle,external_component,e,ce,visual-form_and_surface,16,2,508.0,42,ND,0.024,0.031,0.0,0.0,12,s,1,0.0,46,3.83,7.0,7,7,3,284.51,18.74,0,12,11,1,9.1,0.152,0.144,61.0,4,9,3,0,7,0,0,0,0,0,1,1
spear,has_a_handle,external_component,e,ce,visual-form_and_surface,6,11,508.0,42,ND,0.024,0.012,28.92,28.92,12,s,7,1.95,587,6.38,3.1,5,4,1,1014.3,290.95,4,15,14,1,7.1,0.149,0.143,174.4,11,14,4,0,7,0,0,0,0,1,2,1
spinach,has_leaves,external_component,e,ce,visual-form_and_surface,17,3,157.0,15,ND,0.067,0.108,90.73,73.47,10,s,2,0.69,199,5.29,5.0,7,6,2,270.92,39.94,0,11,10,1,10.0,0.19,0.2,354.2,27,75,4,0,1,1,0,0,0,0,4,1
spoon,has_a_handle,external_component,e,ce,visual-form_and_surface,6,12,508.0,42,ND,0.024,0.012,9.47,9.47,12,s,6,1.79,1013,6.92,8.65,5,4,1,567.62,74.23,4,19,18,8,44.4,0.38,0.381,101.29,8,18,7,0,7,1,0,0,0,0,3,1
stool,has_legs,external_component,e,ce,visual-form_and_surface,8,6,468.0,49,ND,0.02,0.017,31.12,31.12,10,s,1,0.0,1144,7.04,7.8,5,4,1,1234.19,311.62,3,13,13,4,30.8,0.264,0.265,31.12,1,3,1,0,10,0,0,0,0,0,2,0
sword,has_a_handle,external_component,e,ce,visual-form_and_surface,13,3,508.0,42,ND,0.024,0.026,18.2,18.2,12,s,11,2.4,1887,7.54,2.95,5,3,1,417.54,23.16,3,16,15,4,26.7,0.254,0.249,184.99,11,20,3,0,9,0,0,0,0,1,2,1
table,has_legs,external_component,e,ce,visual-form_and_surface,14,3,468.0,49,ND,0.02,0.03,31.12,31.12,10,t,242,5.49,23156,10.05,8.95,5,4,2,820.0,229.24,4,11,10,3,30.0,0.287,0.283,31.12,1,5,1,0,6,0,0,0,0,0,3,1
tank,has_wheels,external_component,e,ce,visual-form_and_surface,7,7,416.0,23,ND,0.043,0.017,0.0,0.0,10,t,30,3.4,4793,8.47,2.55,4,4,1,1502.93,108.28,12,13,13,6,46.2,0.426,0.426,33.05,2,10,3,0,5,1,0,0,0,1,3,0
toad,has_legs,external_component,e,ce,visual-form_and_surface,5,17,489.0,44,ND,0.023,0.01,39.06,27.61,8,t,4,1.39,468,6.15,4.65,4,3,1,1109.57,122.8,5,23,19,4,21.1,0.259,0.242,340.97,14,13,0,6,5,2,1,0,0,1,4,4
tomahawk,has_a_handle,external_component,e,ce,visual-form_and_surface,11,5,508.0,42,ND,0.024,0.022,57.02,38.8,12,t,1,0.0,44,3.78,2.1,8,6,3,243.41,21.32,0,14,11,4,36.4,0.375,0.373,82.46,4,19,4,0,6,0,0,0,0,1,0,3
tractor,has_wheels,external_component,e,ce,visual-form_and_surface,20,2,416.0,23,ND,0.043,0.048,25.23,25.23,10,t,31,3.43,730,6.59,6.0,7,7,2,375.99,104.16,1,13,12,3,25.0,0.218,0.241,25.23,2,6,1,1,5,2,1,0,0,0,2,1
trailer,has_wheels,external_component,e,ce,visual-form_and_surface,15,2,416.0,23,ND,0.043,0.036,0.0,0.0,10,t,23,3.14,653,6.48,6.15,7,6,2,1206.15,88.24,4,12,12,6,50.0,0.528,0.509,9.92,1,7,6,0,4,0,0,0,0,0,2,0
tricycle,has_wheels,external_component,e,ce,visual-form_and_surface,29,1,416.0,23,ND,0.043,0.07,116.69,84.88,10,t,1,0.0,57,4.04,6.2,8,7,3,284.22,11.25,0,17,15,2,13.3,0.246,0.244,327.94,19,24,4,1,7,1,0,0,0,0,2,2
trolley,has_wheels,external_component,e,ce,visual-form_and_surface,15,1,416.0,23,ND,0.043,0.036,35.36,35.36,10,t,5,1.61,730,6.59,3.7,7,5,2,736.24,76.29,1,8,8,1,12.5,0.178,0.166,35.36,2,10,3,0,4,0,0,0,0,0,1,0
umbrella,has_a_handle,external_component,e,ce,visual-form_and_surface,12,3,508.0,42,ND,0.024,0.024,0.0,0.0,12,V,11,2.4,987,6.89,7.35,8,7,3,117.06,14.24,0,11,11,4,36.4,0.291,0.272,0.0,0,0,3,0,6,1,0,0,0,0,1,0
vine,has_leaves,external_component,e,ce,visual-form_and_surface,11,4,157.0,15,ND,0.067,0.07,9.74,9.74,10,v,12,2.48,913,6.82,5.0,4,3,1,1471.34,315.7,15,8,7,4,57.1,0.514,0.473,9.74,1,33,2,0,2,1,0,0,0,0,2,1
