,Unnamed: 0,WB_Label,WB_Maj,WB_Min,BR_Label,Prod_Freq,Rank_PF,Sum_PF_No_Tax,CPF,Disting,Distinct,CV_No_Tax,Intercorr_Str_Tax,Intercorr_Str_No_Tax,Feat_Length_Including_Spaces,Phon_1st,KF,ln(KF),BNC,ln(BNC),Familiarity,Length_Letters,Length_Phonemes,Length_Syllables,Bigram,Trigram,ColtheartN,Num_Feats_Tax,Num_Feats_No_Tax,Num_Disting_Feats_No_Tax,Disting_Feats_%_No_Tax,Mean_Distinct_No_Tax,Mean_CV_No_Tax,Density_No_Tax,Num_Corred_Pairs_No_Tax,%_Corred_Pairs_No_Tax,Num_Func,Num_Vis_Mot,Num_VisF&S,Num_Vis_Col,Num_Sound,Num_Taste,Num_Smell,Num_Tact,Num_Ency,Num_Tax,Concept,Feature
32,32,made_of,e,m,visual-form_and_surface,16,2,1472.0,133,ND,0.008,0.011,8.8,0.0,13,tS,5,1.61,233,5.45,3.85,6,4,2,807.15,59.53,0,10,9,6,66.7,0.676,0.674,0.0,0,0,5,0,2,0,0,0,0,1,1,1,cincel,métal
33,33,made_of,e,m,visual-form_and_surface,14,3,1472.0,133,ND,0.008,0.01,8.8,0.0,13,k,6,1.79,378,5.93,4.1,5,5,1,823.95,131.88,4,10,8,2,25.0,0.378,0.366,109.51,6,40,6,0,2,0,0,0,0,0,0,2,abrazadera,métal
34,34,made_of,e,m,visual-form_and_surface,18,2,1472.0,133,ND,0.008,0.012,0.0,0.0,13,k,19,2.94,2645,7.88,8.85,4,3,1,843.37,42.49,5,11,11,4,36.4,0.375,0.36,0.0,0,0,4,0,6,0,0,0,0,0,1,0,moneda,métal
35,35,made_of,e,m,visual-form_and_surface,9,2,1091.0,79,ND,0.013,0.008,0.0,0.0,12,k,10,2.3,985,6.89,5.7,4,3,1,2541.49,458.63,8,7,7,5,71.4,0.576,0.576,0.0,0,0,4,0,1,1,0,0,0,0,1,0,corcho,madera
36,36,made_of,e,m,visual-form_and_surface,21,1,1472.0,133,ND,0.008,0.014,0.0,0.0,13,k,3,1.1,104,4.64,5.6,9,7,2,395.22,11.99,0,10,10,7,70.0,0.656,0.633,0.0,0,0,4,0,4,0,0,0,0,0,2,0,sacacorchos,métal
38,38,made_of,e,m,visual-form_and_surface,5,14,206.0,13,ND,0.077,0.024,0.0,0.0,15,k,13,2.56,574,6.35,8.05,5,3,1,3910.02,776.27,6,20,19,6,31.6,0.319,0.313,527.36,18,23,6,0,7,0,0,0,0,3,3,1,sofá,cuero
39,39,made_of,e,m,visual-form_and_surface,16,3,1472.0,133,ND,0.008,0.011,0.0,0.0,13,k,6,1.79,835,6.73,3.7,5,4,1,891.46,114.36,5,11,10,3,30.0,0.372,0.373,26.68,3,14,4,0,2,1,0,0,0,1,2,1,grúa,métal
40,40,made_of,e,m,visual-form_and_surface,12,6,1091.0,79,ND,0.013,0.011,0.0,0.0,12,k,1,0.0,113,4.73,3.35,8,6,2,349.97,20.72,0,8,7,2,28.6,0.293,0.243,74.61,4,40,3,0,2,0,0,0,0,0,2,1,ballesta,madera
41,41,made_of,e,m,visual-form_and_surface,27,1,1472.0,133,ND,0.008,0.018,8.8,0.0,13,k,1,0.0,61,4.11,4.0,7,6,2,574.85,55.61,0,12,10,5,50.0,0.362,0.361,0.0,0,0,5,0,2,1,0,0,0,2,0,2,palanca,métal
43,43,made_of,e,m,visual-form_and_surface,6,10,1472.0,133,ND,0.008,0.004,0.0,0.0,13,d,1,0.0,433,6.07,3.0,6,5,2,1643.9,177.13,2,14,12,3,25.0,0.253,0.256,189.63,9,25,4,0,6,0,0,0,0,1,1,2,puñal,métal
44,44,made_of,e,m,visual-form_and_surface,7,9,1472.0,133,ND,0.008,0.005,0.0,0.0,13,d,1,0.0,254,5.54,7.3,10,8,3,218.2,0.0,0,13,12,6,50.0,0.408,0.411,18.86,1,7,2,0,5,0,1,0,0,0,4,1,lavavajillas,métal
45,45,made_of,e,m,visual-form_and_surface,10,5,1472.0,133,ND,0.008,0.007,0.0,0.0,13,d,3,1.1,40,3.69,8.85,8,5,2,81.34,5.4,0,9,9,3,33.3,0.441,0.432,8.75,1,7,3,0,4,0,0,0,0,1,1,0,pomo,métal
46,46,made_of,e,m,visual-form_and_surface,6,6,1472.0,133,ND,0.008,0.004,0.0,0.0,13,d,23,3.14,1620,7.39,7.7,5,4,1,1132.34,483.42,4,9,9,6,66.7,0.617,0.64,0.0,0,0,3,0,2,0,0,0,0,0,4,0,desagüe,métal
47,47,made_of,e,m,visual-form_and_surface,28,4,1091.0,79,ND,0.013,0.026,28.87,20.55,12,d,3,1.1,335,5.81,8.35,7,6,2,1175.58,205.24,2,11,10,1,10.0,0.209,0.249,266.22,9,25,2,0,6,0,0,0,0,1,1,1,tocador,madera
48,48,made_of,e,m,visual-form_and_surface,6,8,1472.0,133,ND,0.008,0.004,8.8,0.0,13,d,37,3.61,1373,7.22,6.0,5,4,1,1687.64,424.98,5,11,10,6,60.0,0.621,0.633,0.0,0,0,3,0,4,0,1,0,0,0,2,1,taladro,métal
49,49,made_of,e,m,visual-form_and_surface,5,13,1472.0,133,ND,0.008,0.003,0.0,0.0,13,d,26,3.26,1650,7.41,5.2,4,4,1,100.97,18.52,2,13,12,5,41.7,0.476,0.474,47.92,3,14,3,0,3,0,5,0,0,0,1,1,tambor,métal
50,50,made_of,e,m,visual-form_and_surface,7,9,1472.0,133,ND,0.008,0.005,0.0,0.0,13,E,12,2.48,279,5.63,8.1,8,8,4,245.4,68.99,0,14,14,7,50.0,0.475,0.49,0.0,0,0,3,2,6,0,0,0,0,0,3,0,ascensor,métal
52,52,made_of,e,m,visual-form_and_surface,5,9,1472.0,133,ND,0.008,0.003,0.0,0.0,13,f,39,3.66,5187,8.55,7.65,3,3,1,0.0,0.0,16,12,12,7,58.3,0.556,0.554,13.79,1,10,2,1,5,0,0,0,0,0,4,0,ventilador,métal
53,53,made_of,e,m,visual-form_and_surface,14,4,1472.0,133,ND,0.008,0.01,0.0,0.0,13,f,1,0.0,11,2.4,8.1,6,5,2,744.88,8.63,0,18,17,10,58.8,0.63,0.622,126.85,7,33,4,0,7,0,0,0,0,0,6,1,grifo,métal
55,55,made_of,e,m,visual-form_and_surface,7,6,1091.0,79,ND,0.013,0.006,11.75,11.75,12,g,26,3.26,2387,7.78,7.85,6,5,2,611.33,96.15,0,9,9,4,44.4,0.442,0.451,64.08,4,40,5,0,3,0,0,0,0,0,1,0,garaje,madera
56,56,made_of,e,m,visual-form_and_surface,17,2,206.0,13,ND,0.077,0.083,17.31,17.31,15,g,16,2.77,1405,7.25,8.4,6,5,1,964.13,117.71,4,14,12,5,41.7,0.386,0.378,416.2,13,62,5,0,4,0,0,0,0,0,3,2,guante,cuero
57,57,made_of,e,m,visual-form_and_surface,20,1,1472.0,133,ND,0.008,0.014,0.0,0.0,13,g,1,0.0,30,3.4,5.05,6,5,2,2348.27,465.82,4,12,11,3,27.3,0.322,0.313,58.54,1,4,5,0,4,0,0,0,0,1,1,1,rallador,métal
58,58,made_of,e,m,visual-form_and_surface,5,14,1472.0,133,ND,0.008,0.003,0.0,0.0,13,g,9,2.2,373,5.92,2.2,7,6,2,527.52,55.7,0,15,13,5,38.5,0.354,0.369,50.26,3,11,4,0,4,1,2,0,0,0,2,2,grenada,métal
59,59,made_of,e,m,visual-form_and_surface,15,3,1091.0,79,ND,0.013,0.014,0.0,0.0,12,g,22,3.09,3423,8.14,6.15,6,5,2,223.07,32.57,0,11,8,4,50.0,0.539,0.544,62.92,2,33,1,0,3,0,2,0,0,0,2,3,guitarra,madera
60,60,made_of,e,m,visual-form_and_surface,10,7,1472.0,133,ND,0.008,0.007,0.0,0.0,13,g,119,4.78,5505,8.61,3.5,3,3,1,0.0,0.0,14,16,14,1,7.1,0.143,0.139,849.93,33,42,7,1,2,1,2,0,0,0,1,2,pistola,métal
61,61,made_of,e,m,visual-form_and_surface,14,3,1472.0,133,ND,0.008,0.01,0.0,0.0,13,h,1,0.0,49,3.89,3.65,9,8,4,257.16,15.69,1,6,5,1,20.0,0.265,0.288,11.51,1,17,2,0,2,0,1,0,0,0,0,1,armónica,métal
62,62,made_of,e,m,visual-form_and_surface,6,5,1091.0,79,ND,0.013,0.005,0.0,0.0,12,h,1,0.0,310,5.74,3.05,4,3,1,2813.71,162.93,7,8,7,2,28.6,0.363,0.378,103.51,3,30,2,0,3,0,1,0,0,0,1,1,arpa,madera
63,63,made_of,e,m,visual-form_and_surface,11,2,1472.0,133,ND,0.008,0.007,0.0,0.0,13,h,1,0.0,47,3.85,2.1,7,5,2,720.84,53.59,0,11,10,3,30.0,0.289,0.25,56.53,3,20,5,0,3,0,0,0,0,1,1,1,arpón,métal
64,64,made_of,e,m,visual-form_and_surface,6,5,1091.0,79,ND,0.013,0.005,0.0,0.0,12,h,1,0.0,155,5.04,2.4,11,10,3,0.0,0.0,0,6,5,0,0.0,0.092,0.081,48.28,2,20,0,0,3,0,2,0,0,0,0,1,clavicémbalo,madera
65,65,made_of,e,m,visual-form_and_surface,15,1,1472.0,133,ND,0.008,0.01,8.8,0.0,13,h,4,1.39,75,4.32,2.6,7,5,2,872.04,251.3,3,8,6,1,16.7,0.118,0.061,58.54,1,10,2,0,3,0,0,0,0,1,0,2,hacha,métal
66,66,made_of,e,m,visual-form_and_surface,5,9,1472.0,133,ND,0.008,0.003,0.0,0.0,13,h,1,0.0,1556,7.35,4.05,10,10,4,207.6,0.0,0,10,10,3,30.0,0.284,0.306,18.0,2,10,3,2,3,0,1,0,0,0,1,0,helicóptero,métal
67,67,made_of,e,m,visual-form_and_surface,5,15,1472.0,133,ND,0.008,0.003,8.8,0.0,13,h,1,0.0,115,4.74,3.7,3,2,1,0.0,0.0,11,15,14,5,35.7,0.436,0.45,397.84,19,53,6,0,8,0,0,0,0,0,0,1,azada,métal
68,68,made_of,e,m,visual-form_and_surface,8,6,1091.0,79,ND,0.013,0.007,0.0,0.0,12,h,674,6.51,61006,11.02,8.45,5,3,1,3678.92,705.75,5,16,15,2,13.3,0.222,0.221,333.57,15,19,2,0,10,0,0,0,0,1,2,1,casa,madera
70,70,made_of,e,m,visual-form_and_surface,5,13,206.0,13,ND,0.077,0.024,14.07,14.07,15,dZ,39,3.66,3575,8.18,8.6,6,5,2,894.71,264.77,2,15,14,3,21.4,0.282,0.278,337.43,20,36,4,0,6,1,0,0,0,1,2,1,chaqueta,cuero
71,71,made_of,e,m,visual-form_and_surface,5,14,1472.0,133,ND,0.008,0.003,0.0,0.0,13,dZ,33,3.5,1830,7.51,4.5,3,3,1,0.0,0.0,13,15,14,2,14.3,0.148,0.169,422.61,16,24,3,2,6,0,1,0,0,0,2,1,jet,métal
72,72,made_of,e,m,visual-form_and_surface,20,2,1472.0,133,ND,0.008,0.014,9.25,9.25,13,k,122,4.8,14964,9.61,8.75,3,2,1,0.0,0.0,5,12,12,8,66.7,0.565,0.596,18.24,2,33,5,0,3,2,0,0,0,0,2,0,llave,métal
73,73,made_of,e,m,visual-form_and_surface,7,11,1472.0,133,ND,0.008,0.005,0.0,0.0,13,n,83,4.42,3364,8.12,8.0,5,3,1,262.77,38.27,0,17,14,3,21.4,0.289,0.294,200.34,11,20,3,0,6,0,0,0,0,2,3,3,cuchillo,métal
74,74,made_of,e,m,visual-form_and_surface,5,7,1091.0,79,ND,0.013,0.005,0.0,0.0,12,l,282,5.64,38894,10.57,4.95,5,4,2,1438.03,561.84,3,9,8,4,50.0,0.498,0.489,0.0,0,0,5,0,3,0,0,0,0,0,0,1,nivel,madera
75,75,made_of,e,m,visual-form_and_surface,9,3,1472.0,133,ND,0.008,0.006,0.0,0.0,13,m,1,0.0,63,4.14,2.0,7,6,3,450.76,43.02,0,8,6,0,0.0,0.04,0.029,76.22,3,20,1,0,3,0,0,0,0,1,1,2,machete,métal
76,76,made_of,e,m,visual-form_and_surface,6,10,1472.0,133,ND,0.008,0.004,0.0,0.0,13,m,11,2.4,1643,7.4,5.9,5,4,2,564.4,27.71,2,14,11,6,54.5,0.591,0.589,101.71,3,30,1,0,6,0,0,0,0,0,4,3,medalla,métal
77,77,made_of,e,m,visual-form_and_surface,7,5,1472.0,133,ND,0.008,0.005,0.0,0.0,13,m,9,2.2,680,6.52,5.7,10,9,3,70.73,0.0,1,13,12,9,75.0,0.782,0.772,0.0,0,0,4,0,5,0,0,0,0,0,3,1,microscopio,métal
78,78,made_of,e,m,visual-form_and_surface,7,7,1472.0,133,ND,0.008,0.005,0.0,0.0,13,m,80,4.38,1902,7.55,2.6,7,5,2,743.36,148.26,1,17,15,4,26.7,0.352,0.329,182.65,10,18,5,2,3,0,1,0,0,0,4,2,misil,métal
79,79,made_of,e,m,visual-form_and_surface,11,4,206.0,13,ND,0.077,0.053,0.0,0.0,15,m,11,2.4,241,5.48,3.25,6,4,2,889.19,12.24,2,8,8,6,75.0,0.739,0.758,0.0,0,0,4,0,2,0,0,0,0,0,2,0,bozal,cuero
80,80,made_of,e,m,visual-form_and_surface,6,8,88.0,12,ND,0.083,0.068,69.54,43.51,14,n,1,0.0,88,4.48,6.2,9,6,2,49.63,25.01,0,11,10,1,10.0,0.126,0.137,135.02,8,22,1,0,4,1,0,0,0,3,1,1,camisón,algodón
81,81,made_of,e,m,visual-form_and_surface,16,2,1091.0,79,ND,0.013,0.015,0.0,0.0,12,@U,2,0.69,1950,7.58,6.1,3,2,1,0.0,0.0,4,11,10,1,10.0,0.189,0.202,125.63,5,14,2,0,4,1,0,0,0,1,2,1,roble,madera
82,82,made_of,e,m,visual-form_and_surface,7,9,1472.0,133,ND,0.008,0.005,0.0,0.0,13,V,8,2.08,1565,7.36,7.5,4,3,2,4586.99,1354.92,5,14,13,4,30.8,0.371,0.383,331.92,12,33,4,0,4,0,0,0,0,1,4,1,horno,métal
83,83,made_of,e,m,visual-form_and_surface,7,5,1091.0,79,ND,0.013,0.006,0.0,0.0,12,p,1,0.0,73,4.29,6.85,10,8,2,81.15,0.0,0,6,6,1,16.7,0.156,0.207,9.48,1,10,1,0,5,0,0,0,0,0,0,0,pincel,madera
84,84,made_of,e,m,visual-form_and_surface,8,7,88.0,12,ND,0.083,0.091,49.73,23.7,14,p,4,1.39,3,1.1,8.5,7,7,3,209.89,5.41,1,11,10,5,50.0,0.443,0.399,59.1,3,30,1,0,5,0,0,0,0,3,1,1,pijama,algodón
85,85,made_of,e,m,visual-form_and_surface,16,3,1472.0,133,ND,0.008,0.011,0.0,0.0,13,p,19,2.94,2211,7.7,6.7,3,3,1,0.0,0.0,19,12,12,5,41.7,0.422,0.406,46.61,3,14,3,0,6,0,0,0,0,0,3,0,sartén,métal
86,86,made_of,e,m,visual-form_and_surface,22,3,1091.0,79,ND,0.013,0.02,0.0,0.0,12,p,38,3.64,1451,7.28,8.6,6,5,2,614.46,19.14,0,16,15,9,60.0,0.614,0.637,29.11,3,20,4,0,7,1,0,0,0,0,3,1,lápiz,madera
87,87,made_of,e,m,visual-form_and_surface,12,6,1091.0,79,ND,0.013,0.011,0.0,0.0,12,p,39,3.66,2112,7.66,5.95,5,5,3,401.59,38.02,0,13,11,2,18.2,0.271,0.276,162.31,8,22,1,0,6,2,1,0,0,0,1,2,piano,madera
88,88,made_of,e,m,visual-form_and_surface,15,2,1091.0,79,ND,0.013,0.014,0.0,0.0,12,p,9,2.2,1129,7.03,5.25,4,3,1,917.02,9.8,5,11,11,8,72.7,0.702,0.696,0.0,0,0,4,0,3,0,0,0,0,0,4,0,embarcadero,madera
89,89,made_of,e,m,visual-form_and_surface,20,1,1472.0,133,ND,0.008,0.014,9.25,9.25,13,p,22,3.09,1844,7.52,6.85,3,3,1,0.0,0.0,18,10,10,2,20.0,0.214,0.187,54.94,4,14,2,0,5,1,0,0,0,1,1,0,alfiler,métal
91,91,made_of,e,m,visual-form_and_surface,16,2,1472.0,133,ND,0.008,0.011,8.8,0.0,13,p,1,0.0,72,4.28,4.9,6,5,2,703.96,215.47,1,12,11,2,18.2,0.308,0.307,66.94,4,11,4,0,5,0,0,0,0,0,2,1,alicates,métal
92,92,made_of,e,m,visual-form_and_surface,13,4,1472.0,133,ND,0.008,0.009,0.0,0.0,13,r,15,2.71,483,6.18,7.85,5,5,2,284.09,7.99,0,8,8,3,37.5,0.415,0.417,58.54,1,10,4,0,2,0,0,0,0,1,1,0,navaja,métal
93,93,made_of,e,m,visual-form_and_surface,11,5,1472.0,133,ND,0.008,0.007,0.0,0.0,13,r,14,2.64,262,5.57,3.05,8,8,3,961.49,185.43,2,15,13,4,30.8,0.333,0.325,337.97,12,33,4,1,3,1,1,0,0,0,3,2,revólver,métal
94,94,made_of,e,m,visual-form_and_surface,5,16,1472.0,133,ND,0.008,0.003,0.0,0.0,13,r,86,4.45,1068,6.97,3.7,5,4,2,777.56,16.42,0,18,16,2,12.5,0.196,0.209,813.96,31,34,4,1,6,0,2,0,0,1,2,2,rifle,métal
95,95,made_of,e,m,visual-form_and_surface,5,10,1472.0,133,ND,0.008,0.003,0.0,0.0,13,r,53,3.97,8583,9.06,8.0,4,3,1,1429.62,144.8,11,13,13,5,38.5,0.324,0.327,114.41,4,14,1,0,6,0,0,0,0,0,6,0,anillo,métal
96,96,made_of,e,m,visual-form_and_surface,5,13,88.0,12,ND,0.083,0.057,63.49,37.46,14,r,10,2.3,758,6.63,7.4,4,3,1,453.06,10.67,8,16,15,6,40.0,0.408,0.401,72.86,4,11,5,0,5,1,0,0,0,3,1,1,bata,algodón
97,97,made_of,e,m,visual-form_and_surface,15,2,1091.0,79,ND,0.013,0.014,0.0,0.0,12,r,5,1.61,257,5.55,5.3,6,5,2,2078.29,209.53,5,6,5,2,40.0,0.341,0.272,20.83,1,33,3,0,1,0,0,0,0,1,0,1,balancín,madera
